ntwk,state,site_name,ts,start,lat,lon,elev,county,huc,
SNTL,NV,Big Bend (336),,1978-October,41.76,-115.69,6898,Elko,Martin Creek (170501040104),
SNTL,NV,Big Creek Sum (337),,1980-October,39.29,-117.12,8685,Lander,Big Creek (160401070303),
SNTL,NV,Big Meadow (340),,1983-October,39.45,-119.94,8235,Washoe,Hunter Creek-Truckee River (160501020505),
SNTL,NV,Bird Creek (1155),,2011-October,39.46,-114.65,7537,White Pine,Timber Creek-Duck Creek (160600081304),
SNTL,NV,Bristlecone Trail (1111),,2008-October,36.32,-115.7,8890,Clark,Lee Canyon (150100150206),
SNTL,NV,Buckskin Lower (373),,1980-October,41.75,-117.53,6930,Humboldt,Cabin Creek-Martin Creek (160401090502),
SNTL,NV,Cave Mountain (1152),,2011-October,39.16,-114.61,10578,White Pine,Bastian Creek (160600080402),
SNTL,NV,Columbia Basin (1204),,2011-December,41.67,-116.07,6483,Elko,Columbia Creek (170501050503),
SNTL,NV,Corduroy Flat (1209),,2011-December,39,-115.42,8640,White Pine,Black Canyon Wash (160600121206),
SNTL,NV,Corral Canyon (417),,1978-October,40.28,-115.54,8445,Elko,Corral Creek (160401030401),
SNTL,NV,Defiance Mines (1210),,2011-December,39.09,-114.9,9302,White Pine,Cooper Wash-Willow Creek (160600081002),
SNTL,NV,Diamond Peak (443),,1983-October,39.56,-115.84,8017,Eureka,Slough Creek-Frontal Diamond Valley (160600051503),
SNTL,NV,Disaster Peak (445),,1980-October,41.97,-118.19,6260,Humboldt,Sage Creek (160402010201),
SNTL,NV,Dorsey Basin (453),,1978-October,40.89,-115.21,7903,Elko,Lower Secret Creek (160401010604),
SNTL,NV,Draw Creek (454),,1983-October,41.66,-115.32,7332,Elko,Headwaters T Creek (160401010403),
SNTL,NV,Dry Creek (1243),,2013-October,40.86,-115.22,6555,Elko,Upper Secret Creek (160401010601),
SNTL,NV,Fawn Creek (476),,1980-October,41.82,-116.1,7031,Elko,Fawn Creek-Owyhee River (170501040304),
SNTL,NV,Fry Canyon (1262),,2014-October,41.58,-115.94,6798,Elko,Headwaters North Fork Humboldt River (160401020101),
SNTL,NV,Golconda (1195),,2011-October,40.88,-117.59,6616,Humboldt,Pole Creek (160401080102),
SNTL,NV,Granite Peak (498),,1980-October,41.67,-117.57,8503,Humboldt,Indian Creek (160401090601),
SNTL,NV,Green Mountain (503),,1980-October,40.38,-115.53,8185,Elko,Corral Creek (160401030401),
SNTL,NV,Hole-in-Mountain (527),,1981-October,40.94,-115.1,8163,Elko,Winchell Creek-The Slough (160600071602),
SNTL,NV,Jack Creek Upper (548),,1978-October,41.55,-116.01,7377,Elko,Upper Harrington Creek (170501050201),
SNTL,NV,Jacks Peak (549),,1981-October,41.51,-116.01,8424,Elko,Upper Harrington Creek (170501050201),
SNTL,NV,Jakes Creek (1211),,2011-December,41.57,-115.03,7380,Elko,Upper Jakes Creek (170402130308),
SNTL,NV,Kalamazoo (1150),,2011-October,39.56,-114.63,7775,White Pine,Outlet Spring Valley Creek (160600080700),
SNTL,NV,Lamance Creek (569),,1980-October,41.52,-117.63,6395,Humboldt,Lamance Creek-Big Cottonwood Creek (160401090603),
SNTL,NV,Lamoille #3 (570),,1980-October,40.64,-115.38,8051,Elko,Thomas Creek-Lamoille Creek (160401010607),
SNTL,NV,Lamoille Upper (1310),,2022-August,40.6,-115.38,8990,Elko,Thomas Creek-Lamoille Creek (160401010607),
SNTL,NV,Laurel Draw (573),,1979-October,41.78,-116.03,6682,Elko,Trail Creek (170501040202),
SNTL,NV,Lee Canyon (1112),,2008-October,36.31,-115.68,8626,Clark,Lee Canyon (150100150206),
SNTL,NV,Lewis Peak (1006),,2000-October,40.36,-116.86,7370,Lander,Trout Creek (160401070903),
SNTL,NV,Little Valley (1242),,2013-October,39.25,-119.88,6493,Washoe,Franktown Creek-Frontal Washoe Lake (160501020301),
SNTL,NV,Marlette Lake (615),,1978-October,39.16,-119.9,7884,Carson City,Marlette Lake-Frontal Lake Tahoe (160501010201),
SNTL,NV,Merritt Mountain (1207),,2011-December,41.89,-115.86,6915,Elko,Merritt Creek-Sheep Creek (170501020601),
SNTL,NV,Midas (1206),,2011-December,41.27,-116.8,6630,Elko,Frazer Creek (160401060402),
SNTL,NV,Mt Rose Ski Area (652),,1980-October,39.32,-119.89,8801,Washoe,Browns Creek-Steamboat Creek (160501020304),
SNTL,NV,ONeil Creek (1272),,2018-June,41.86,-115.08,6520,Elko,Pole Creek (170402130106),
SNTL,NV,Pole Canyon (1244),,2013-October,40.86,-115.12,7760,Elko,Woods Creek-Franklin River (160600071101),
SNTL,NV,Pole Creek R.S. (698),,1977-February,41.87,-115.25,8360,Elko,Upper Big Flat Creek (170501021002),
SNTL,NV,Porter Canyon (2170),,2009-October,39.47,-117.62,7187,Lander,Porter Canyon-Porter Creek (160600020102),
SNTL,NV,Rainbow Canyon (1110),,2008-October,36.25,-115.63,7860,Clark,Kyle Canyon (150100150301),
SNTL,NV,Seventysix Creek (746),,1978-October,41.74,-115.47,7350,Elko,Annie Creek-Bruneau River (170501020108),
SNTL,NV,Sheldon (750),,1988-October,41.9,-119.44,5865,Washoe,Catnip Creek (171200080106),
SNTL,NV,Silver Creek Nv (1205),,2011-December,39.23,-114.24,8200,White Pine,Headwaters Silver Creek (160203010806),
SNTL,NV,Snowstorm Mtn (1208),,2011-December,41.34,-116.98,7403,Elko,First Creek-South Fork Little Humboldt River (160401090203),
SNTL,NV,Stag Mountain (1203),,2011-December,41.41,-115.45,7640,Elko,Stag Creek (170501020101),
SNTL,NV,Summit Lk (1194),,2011-October,41.49,-119,7615,Humboldt,Summit Lake (160402021301),
SNTL,NV,Taylor Canyon (811),,1980-October,41.23,-116.03,6325,Elko,Upper Taylors Canyon Creek (170501050105),
SNTL,NV,Tent Mtn Lower (1202),,2011-December,40.98,-115.17,7100,Elko,Starr Creek (160401010704),
SNTL,NV,Toe Jam (1136),,2009-October,41.32,-116.34,7690,Elko,Toe Jam Creek (160401060202),
SNTL,NV,Vacarro Springs (1137),,2011-October,39.45,-115.98,7890,Eureka,Slough Creek-Frontal Diamond Valley (160600051503),
SNTL,NV,Ward Mountain (849),,1980-October,39.13,-114.96,9163,White Pine,Holt Creek (150100110105),
SNTL,NV,Wheeler Peak (1147),,2010-October,39.01,-114.31,10060,White Pine,Lehman Creek (160203010801),
SNTL,NV,White River Nv (1213),,2011-December,38.95,-115.38,7367,White Pine,Saddle Spring-White River (150100110302),
SNTL,OR,Aneroid Lake #2 (302),,1980-October,45.21,-117.19,7400,Wallowa,West Fork Wallowa River (170601050101),
SNTL,OR,Annie Springs (1000),,2000-September,42.87,-122.17,6010,Klamath,Upper Annie Creek (180102030101),
SNTL,OR,Arbuckle Mtn (304),,1978-October,45.19,-119.25,5770,Morrow,Upper Fivemile Creek (170702020604),
SNTL,OR,Bear Grass (1166),,2011-July,44.33,-122.09,4720,Linn,Smith River (170900040203),
SNTL,OR,Beaver Reservoir (331),,1979-October,45.15,-118.22,5150,Union,Upper Beaver Creek (170601040301),
SNTL,OR,Big Red Mountain (341),,1979-October,42.05,-122.85,6050,Jackson,Upper Little Applegate River (171003090301),
SNTL,OR,Bigelow Camp (343),,1979-October,42.08,-123.34,5130,Josephine,Sturgis Fork (171003090105),
SNTL,OR,Billie Creek Divide (344),,1978-October,42.41,-122.27,5280,Klamath,Seldom Creek (180102030201),
SNTL,OR,Blazed Alder (351),,1979-October,45.43,-121.86,3650,Clackamas,Clear Creek-Sandy River (170800010102),
SNTL,OR,Blue Mountain Spring (357),,1978-October,44.25,-118.52,5870,Grant,Summit Creek (170501160104),
SNTL,OR,Bourne (361),,1978-October,44.83,-118.19,5850,Baker,Cracker Creek (170502030101),
SNTL,OR,Bowman Springs (362),,1978-October,45.36,-118.47,4530,Umatilla,Johnson Creek (170701030401),
SNTL,OR,Cascade Summit (388),,1979-October,43.59,-122.06,5100,Deschutes,Upper Salt Creek (170900010301),
SNTL,OR,Chemult Alternate (395),,1979-October,43.23,-121.81,4850,Klamath,Deer Creek (180102010201),
SNTL,OR,Clackamas Lake (398),,1979-October,45.1,-121.75,3400,Clackamas,Headwaters Oak Grove Fork Clackamas River (170900110301),
SNTL,OR,Clear Lake (401),,1979-October,45.19,-121.69,3810,Wasco,Clear Creek (170703060901),
SNTL,OR,Cold Springs Camp (406),,1979-October,42.53,-122.18,5940,Klamath,Upper Fourmile Creek (180102030202),
SNTL,OR,County Line (422),,1979-October,45.19,-118.55,4830,Umatilla,Middle Meadow Creek (170601040202),
SNTL,OR,Crazyman Flat (1010),,2001-September,42.64,-120.95,6180,Klamath,Paradise Creek (180102020101),
SNTL,OR,Daly Lake (434),,1978-October,44.52,-122.09,3690,Linn,Pyramid Creek (170900060101),
SNTL,OR,Derr. (440),,1979-October,44.45,-119.93,5850,Wheeler,Jackson Creek (170703040401),
SNTL,OR,Diamond Lake (442),,1979-October,43.19,-122.14,5280,Douglas,Lake Creek (171003010204),
SNTL,OR,Eilertson Meadows (464),,1979-October,44.87,-118.11,5510,Baker,Rock Creek (170502030404),
SNTL,OR,Emigrant Springs (470),,1979-October,45.56,-118.45,3800,Umatilla,Isquulktpe Creek (170701030501),
SNTL,OR,Fifteenmile (1314),,2022-September,45.35,-121.53,5970,Hood River,Dog River (170701050503),
SNTL,OR,Fish Creek (477),,1978-October,42.71,-118.63,7660,Harney,Fish Creek (171200030107),
SNTL,OR,Fish Lk. (479),,1979-October,42.38,-122.35,4660,Jackson,Upper North Fork Little Butte Creek (171003070801),
SNTL,OR,Fourmile Lake (483),,1978-October,42.44,-122.23,5970,Klamath,Upper Fourmile Creek (180102030202),
SNTL,OR,Gerber Reservoir (945),,1998-October,42.21,-121.13,4890,Klamath,Gerber Reservoir (180102040508),
SNTL,OR,Gold Center (494),,1979-October,44.76,-118.31,5410,Grant,Bull Run Creek (170702020202),
SNTL,OR,Greenpoint (504),,1978-October,45.62,-121.7,3310,Hood River,Lower West Fork Hood River (170701050603),
SNTL,OR,High Ridge (523),,1978-October,45.7,-118.11,4920,Umatilla,Buck Creek-South Fork Umatilla River (170701030103),
SNTL,OR,Hogg Pass (526),,1978-October,44.42,-121.86,4790,Linn,Parks Creek-Lost Lake (170900040201),
SNTL,OR,Holland Meadows (529),,1979-October,43.67,-122.57,4930,Lane,Layng Creek (170900020201),
SNTL,OR,Howard Prairie (1158),,2012-September,42.22,-122.37,4580,Jackson,Upper Jenny Creek (180102060401),
SNTL,OR,Irish Taylor (545),,1978-October,43.8,-121.95,5540,Deschutes,Deer Creek (170703010106),
SNTL,OR,Jump Off Joe (552),,1978-October,44.39,-122.17,3520,Linn,Sevenmile Creek-South Santiam River (170900060201),
SNTL,OR,King Mountain (558),,1979-October,42.72,-123.2,4340,Jackson,Whitehorse Creek-Cow Creek (171003020701),
SNTL,OR,Lake Creek R.S. (563),,1978-October,44.21,-118.64,5240,Grant,Lake Creek (170501160102),
SNTL,OR,Little Meadows (584),,1978-October,44.61,-122.23,4020,Linn,Headwaters Quartzville Creek (170900060301),
SNTL,OR,Lucky Strike (605),,1978-October,45.27,-118.85,4970,Umatilla,West Birch Creek (170701030606),
SNTL,OR,Madison Butte (608),,1979-October,45.11,-119.5,5150,Morrow,Chapin Creek-Rock Creek (170702041101),
SNTL,OR,Marion Forks (614),,1979-October,44.59,-121.97,2590,Linn,Minto Creek-North Santiam River (170900050205),
SNTL,OR,Mckenzie (619),,1979-October,44.21,-121.87,4770,Lane,White Branch (170900040207),
SNTL,OR,Milk Shakes (1079),,2007-May,45.98,-117.95,5580,Wallowa,Upper Mill Creek (170701020201),
SNTL,OR,Miller Woods (1084),,2006-September,45.25,-123.28,420,Yamhill,Baker Creek (170900080606),
SNTL,OR,Moss Springs (647),,1979-October,45.27,-117.69,5760,Union,Mill Creek (170601040702),
SNTL,OR,Mt Hood Test Site (651),,1979-October,45.32,-121.72,5370,Clackamas,Upper Salmon River (170800010302),
SNTL,OR,Mt. Howard (653),,1979-October,45.27,-117.17,7910,Wallowa,Upper Prairie Creek (170601050102),
SNTL,OR,Mud Ridge (655),,1978-October,45.25,-121.74,4070,Clackamas,Upper Salmon River (170800010302),
SNTL,OR,New Crescent Lake (660),,1979-October,43.51,-121.98,4910,Klamath,Upper Crescent Creek (170703020205),
SNTL,OR,North Fork (666),,1978-October,45.55,-122,3060,Multnomah,Middle Bull Run River (170800010503),
SNTL,OR,Ochoco Meadows (671),,1979-October,44.43,-120.33,5430,Crook,Headwaters Ochoco Creek (170703050201),
SNTL,OR,Peavine Ridge (687),,1979-October,45.04,-121.93,3420,Clackamas,Cot Creek-Oat Grove Fork Clackamas River (170900110306),
SNTL,OR,Quartz Mountain (706),,1979-October,42.32,-120.83,5720,Lake,Middle South Fork Sprague River (180102020404),
SNTL,OR,Railroad Overpass (710),,1980-October,43.66,-122.21,2680,Lane,Middle Salt Creek (170900010302),
SNTL,OR,Red Hill (712),,1978-October,45.46,-121.7,4410,Hood River,Lower Middle Fork Hood River (170701050505),
SNTL,OR,Roaring River (719),,1979-October,43.9,-122.03,4950,Lane,Roaring River-South Fork McKenzie River (170900040302),
SNTL,OR,Rock Springs (721),,1979-October,44.01,-118.84,5290,Grant,Calamity Creek (170501160204),
SNTL,OR,Saddle Mountain (726),,1978-October,45.54,-123.37,3110,Washington,Headwaters Tualatin River (170900100201),
SNTL,OR,Salt Creek Falls (729),,1979-October,43.61,-122.12,4220,Lane,Upper Salt Creek (170900010301),
SNTL,OR,Santiam Jct. (733),,1978-October,44.44,-121.95,3740,Linn,Parks Creek-Lost Lake (170900040201),
SNTL,OR,Schneider Meadows (736),,1980-October,45,-117.17,5400,Baker,Clear Creek (170502010603),
SNTL,OR,Seine Creek (743),,1979-October,45.53,-123.3,2060,Washington,Sain Creek-Scoggins Creek (170900100203),
SNTL,OR,Sevenmile Marsh (745),,1979-October,42.7,-122.14,5700,Klamath,Sevenmile Creek (180102030104),
SNTL,OR,Silver Creek (756),,1979-October,42.96,-121.18,5740,Lake,West Fork Silver Creek (171200050206),
SNTL,OR,Silvies (759),,1978-October,42.75,-118.69,6990,Harney,Mud Creek (171200030201),
SNTL,OR,Smith Ridge (1167),,2011-October,44.3,-122.04,3270,Linn,Smith River (170900040203),
SNTL,OR,Snow Mountain (767),,1978-October,43.95,-119.54,6230,Harney,Crowsfoot Creek-Emigrant Creek (171200020501),
SNTL,OR,South Fork Bull Run (925),,1997-September,45.45,-122.03,2690,Clackamas,South Fork Bull Run River (170800010504),
SNTL,OR,Starr Ridge (789),,1979-October,44.26,-119.02,5250,Grant,Starr Creek-Silvies River (171200020102),
SNTL,OR,Strawberry (794),,1979-October,42.13,-120.84,5770,Lake,Barnes Valley Creek (180102040501),
SNTL,OR,Summer Rim (800),,1978-October,42.7,-120.8,7080,Lake,Headwaters Sycan River (180102020103),
SNTL,OR,Summit Lake (801),,1978-October,43.45,-122.14,5610,Klamath,Summit Lake (170703020203),
SNTL,OR,Sun Pass (1078),,2006-June,42.79,-121.98,5400,Klamath,Egan Spring-Williamson River (180102010602),
SNTL,OR,Swan Lake Mtn (1077),,2006-October,42.41,-121.68,6830,Klamath,Grizzly Butte (180102040802),
SNTL,OR,Taylor Butte (810),,1978-October,42.69,-121.43,5030,Klamath,Chester Spring-Sycan River (180102020606),
SNTL,OR,Taylor Green (812),,1978-October,45.08,-117.55,5740,Baker,South Fork Catherine Creek (170601040502),
SNTL,OR,Three Creeks Meadow (815),,1979-October,44.14,-121.64,5690,Deschutes,Three Creek (170703010601),
SNTL,OR,Tipton (821),,1978-October,44.66,-118.43,5150,Baker,Headwaters North Fork Burnt River (170502020101),
SNTL,OR,Toketee Airstrip (1044),,2003-October,43.23,-122.43,3240,Douglas,Lower Fish Creek (171003010404),
SNTL,OR,Wolf Creek (873),,1978-October,45.07,-118.15,5630,Union,Upper Wolf Creek (170502030601),
SNTL,SD,Blind Park (354),,1989-October,44.11,-103.98,6890,Pennington,Upper Castle Creek (101201100104),
SNTL,SD,North Rapid Creek (920),,1996-August,44.21,-103.79,6130,Lawrence,North Fork Rapid Creek (101201100101),
SNTL,UT,Agua Canyon (907),,1994-October,37.52,-112.27,8900,Kane,Headwaters East Fork Sevier River (160300020301),
SNTL,UT,Atwater (1308),,2022-August,40.59,-111.64,8753,Salt Lake,Headwaters Little Cottonwood Creek (160202040202),
SNTL,UT,Bear River RS (992),,2010-October,40.89,-110.83,8777,Summit,Willow Creek-Bear River (160101010106),
SNTL,UT,Beaver Dams (329),,1980-June,39.14,-111.56,7990,Sanpete,Headwaters Twelvemile Creek (160300040402),
SNTL,UT,Beaver Divide (330),,1978-October,40.61,-111.1,8280,Summit,Shingle Creek-Provo River (160202030105),
SNTL,UT,Ben Lomond Peak (332),,1978-October,41.38,-111.94,7689,Weber,Cutler Creek-North Fork Ogden River (160201020302),
SNTL,UT,Ben Lomond Trail (333),,1980-June,41.38,-111.92,5972,Weber,Cutler Creek-North Fork Ogden River (160201020302),
SNTL,UT,Bevans Cabin (1214),,2012-October,40.46,-112.25,6520,Tooele,Settlement Canyon (160203040401),
SNTL,UT,Big Flat (339),,1978-October,38.3,-112.36,10349,Beaver,Three Creeks (160300070202),
SNTL,UT,Black Flat-U.M. Ck (348),,1980-June,38.68,-111.6,9414,Sevier,U M Creek (140700030101),
SNTL,UT,Blacks Fork Jct (1162),,2010-September,40.96,-110.58,8869,Summit,Meeks Cabin Reservoir-Blacks Forks (140401070303),
SNTL,UT,Bobs Hollow (1278),,2016-October,38.95,-112.15,9319,Millard,North Fork Chalk Creek (160300051401),
SNTL,UT,Box Creek (364),,1979-August,38.51,-112.02,9853,Sevier,Greenwich Creek (160300020106),
SNTL,UT,Box Springs (1156),,2010-October,38.5,-112.01,9228,Piute,Box Creek (160300020107),
SNTL,UT,Brian Head (1154),,2011-October,37.68,-112.86,10039,Iron,Dry Lakes Creek (160300060201),
SNTL,UT,Brighton (366),,1986-September,40.6,-111.58,8766,Salt Lake,Headwaters Big Cottonwood Creek (160202040201),
SNTL,UT,Brown Duck (368),,1978-October,40.58,-110.59,10574,Duchesne,Brown Duck Creek-Lake Fork River (140600030604),
SNTL,UT,Buck Flat (371),,1978-October,39.13,-111.44,9409,Sanpete,Ferron Reservoir-Ferron Creek (140600090302),
SNTL,UT,Buck Pasture (1192),,2011-November,40.84,-110.66,9632,Summit,West Fork Blacks Fork (140401070301),
SNTL,UT,Buckboard Flat (1153),,2012-October,37.87,-109.45,8924,San Juan,North Creek-Montezuma Creek (140802030103),
SNTL,UT,Bug Lake (374),,1978-October,41.69,-111.42,7987,Rich,Laketown Canyon (160102010102),
SNTL,UT,Burts Miller Ranch (1135),,2009-October,40.98,-110.85,8000,Summit,Cottonwood Creek-Mill Creek (160101010105),
SNTL,UT,Camp Jackson (383),,1985-October,37.81,-109.49,8858,San Juan,Johnson Creek (140802010301),
SNTL,UT,Cascade Mountain (1039),,2002-October,40.28,-111.61,7774,Utah,Rock Canyon-Provo River (160202030505),
SNTL,UT,Castle Valley (390),,1980-June,37.66,-112.74,9607,Iron,Upper Mammoth Creek (160300010201),
SNTL,UT,Chalk Creek #1 (392),,1978-October,40.85,-111.05,9171,Summit,East Fork Chalk Creek (160201010301),
SNTL,UT,Chalk Creek #2 (393),,1978-October,40.89,-111.07,8208,Summit,East Fork Chalk Creek (160201010301),
SNTL,UT,Chepeta (396),,1980-July,40.77,-110.01,10499,Duchesne,East Fork Whiterocks River-Whiterocks River (140600031202),
SNTL,UT,Clayton Springs (983),,2000-October,37.97,-111.83,10049,Garfield,Coyote Hollow-Antimony Creek (160300020501),
SNTL,UT,Clear Creek #1 (399),,1978-January,39.87,-111.28,8975,Utah,Upper Soldier Creek (160202020102),
SNTL,UT,Clear Creek #2 (400),,1978-October,39.89,-111.25,7837,Utah,Upper Soldier Creek (160202020102),
SNTL,UT,Corral (1236),,2013-October,39.66,-110.38,8207,Carbon,Grassy Trail Reservoir-Whitmore Canyon (140600070903),
SNTL,UT,Currant Creek (432),,1978-October,40.36,-111.09,7915,Wasatch,Currant Creek Reservoir-Currant Creek (140600040401),
SNTL,UT,Daniels-Strawberry (435),,1978-October,40.3,-111.26,8008,Wasatch,Willow Creek-Strawberry River (140600040101),
SNTL,UT,Dills Camp (444),,1978-October,39.05,-111.47,9228,Sanpete,Beaver Creek-Muddy Creek (140700020201),
SNTL,UT,Donkey Reservoir (452),,1985-October,38.21,-111.47,9799,Wayne,Donkey Creek-Fremont River (140700030305),
SNTL,UT,Dry Bread Pond (455),,1978-October,41.41,-111.54,8302,Cache,Headwaters East Fork Little Bear River (160102030101),
SNTL,UT,Dry Fork (906),,1994-October,40.57,-112.17,7093,Salt Lake,Bingham Creek (160202040106),
SNTL,UT,East Willow Creek (461),,1986-August,39.31,-109.53,8302,Grand,Tenmmile Canyon (140600060205),
SNTL,UT,EF Blacks Fork GS (1163),,2010-October,40.88,-110.54,9360,Summit,East Fork Blacks Fork (140401070302),
SNTL,UT,Elk Ridge (1323),,2024-October,37.82,-109.77,8530,San Juan,Cottonwood Creek (140802010402),
SNTL,UT,Farmington (474),,1978-October,40.97,-111.81,7902,Davis,Farmington Creek-Frontal Farmington Bay (160201020502),
SNTL,UT,Farmington Lower (1054),,2003-November,40.99,-111.82,6779,Davis,Farmington Creek-Frontal Farmington Bay (160201020502),
SNTL,UT,Farnsworth Lake (475),,1980-July,38.77,-111.68,9623,Sevier,Gooseberry Creek (160300030405),
SNTL,UT,Fish Lake Utah (1149),,2010-October,38.5,-111.77,8798,Sevier,Deadman Hollow (140700030108),
SNTL,UT,Five Points Lake (481),,1980-August,40.72,-110.47,10943,Duchesne,Garfield Creek (140600030701),
SNTL,UT,Garden City Summit (1114),,2009-October,41.92,-111.47,7705,Cache,Garden City Canyon-Frontal Bear Lake (160102010106),
SNTL,UT,Gardner Peak (1066),,2004-October,37.4,-113.46,8322,Washington,Grass Valley Creek (150100080701),
SNTL,UT,GBRC HQ (1221),,2012-October,39.32,-111.49,8801,Sanpete,Ephraim Creek (160300040307),
SNTL,UT,GBRC Meadows (1222),,2012-October,39.3,-111.45,9858,Sanpete,Ephraim Creek (160300040307),
SNTL,UT,George Creek (1151),,2010-October,41.92,-113.41,8964,Box Elder,George Creek (170402100401),
SNTL,UT,Gold Basin (1304),,2021-September,38.47,-109.26,10076,San Juan,Upper Pack Creek (140300050401),
SNTL,UT,Gooseberry RS (495),,1979-June,38.8,-111.68,7944,Sevier,Gooseberry Creek (160300030405),
SNTL,UT,Gooseberry RS Up (1184),,2011-October,38.79,-111.69,8396,Sevier,Gooseberry Creek (160300030405),
SNTL,UT,Gutz Peak (1065),,2004-October,37.5,-113.94,6763,Washington,Pine Park Canyon (150100100101),
SNTL,UT,Hardscrabble (896),,1993-October,40.87,-111.72,7250,Morgan,Hardscrabble Creek (160201020105),
SNTL,UT,Harris Flat (514),,1979-August,37.49,-112.58,7792,Kane,Swains Creek (160300010104),
SNTL,UT,Hayden Fork (517),,1978-October,40.8,-110.88,9130,Summit,Hayden Fork (160101010101),
SNTL,UT,Hewinta (521),,1985-September,40.95,-110.48,9500,Summit,West Fork Smiths Fork (140401070203),
SNTL,UT,Hickerson Park (522),,1985-September,40.91,-109.96,9122,Daggett,Upper Sheep Creek (140401060501),
SNTL,UT,Hobble Creek (1223),,2012-October,40.19,-111.36,7377,Utah,Upper Diamond Fork (160202020304),
SNTL,UT,Hole-in-Rock (528),,1985-September,40.92,-110.19,9168,Summit,Beaver Creek-Henrys Fork (140401060205),
SNTL,UT,Horse Ridge (533),,1978-October,41.31,-111.45,8199,Morgan,Blue Fork Creek (160201010601),
SNTL,UT,Huntington Horse (1216),,2012-October,39.62,-111.31,9652,Sanpete,Gooseberry Creek (140600070201),
SNTL,UT,Jones Corral (1099),,2007-October,38.07,-112.17,9749,Garfield,Outlet East Fork Sevier River (160300020507),
SNTL,UT,Kilfoil Creek (1145),,2010-October,41.25,-111.41,7220,Morgan,Upper Lost Creek (160201010603),
SNTL,UT,Kimberly Mine (557),,1980-July,38.48,-112.39,9101,Piute,Mill Creek (160300030104),
SNTL,UT,Kings Cabin (559),,1978-October,40.72,-109.54,8728,Uintah,Middle Little Brush Creek (140600100303),
SNTL,UT,Klondike Narrows (1115),,2009-October,41.97,-111.6,7250,Cache,Hells Kitchen Canyon-Logan River (160102030302),
SNTL,UT,Kolob (561),,1978-October,37.53,-113.05,9263,Iron,Crystal Creek (150100080102),
SNTL,UT,Lakefork #1 (566),,1978-October,40.6,-110.43,10128,Duchesne,Crystal Creek-Yellowstone River (140600030705),
SNTL,UT,Lakefork #3 (1116),,2009-October,40.55,-110.35,8464,Duchesne,Crystal Creek-Yellowstone River (140600030705),
SNTL,UT,Lakefork Basin (513),,1982-October,40.74,-110.62,10885,Duchesne,Ottoson Creek-Lake Fork River (140600030601),
SNTL,UT,Lasal Mountain (572),,1980-August,38.48,-109.27,9578,San Juan,Horse Creek-Mill Creek (140300050404),
SNTL,UT,Lasal Mountain-Lower (1215),,2012-October,38.48,-109.29,8783,San Juan,Horse Creek-Mill Creek (140300050404),
SNTL,UT,Lightning Ridge (1056),,2004-October,41.36,-111.49,8215,Weber,Left Fork South Fork Ogden River (160201020201),
SNTL,UT,Lily Lake (579),,1980-June,40.86,-110.8,9133,Summit,East Fork Bear River (160101010103),
SNTL,UT,Little Bear (582),,1978-October,41.41,-111.83,6548,Cache,South Fork Little Bear River (160102030103),
SNTL,UT,Little Grassy (583),,1985-October,37.49,-113.85,6065,Washington,Little Pine Creek (160300061302),
SNTL,UT,Lonesome Beaver (1261),,2014-October,38.07,-110.77,9410,Garfield,Headwaters North Wash (140700010301),
SNTL,UT,Long Flat (592),,1979-September,37.51,-113.4,7982,Washington,Pinto Creek (160300061403),
SNTL,UT,Long Valley Jct (593),,1986-June,37.49,-112.51,7465,Kane,Headwaters East Fork Virgin River (150100080201),
SNTL,UT,Lookout Peak (596),,1988-June,40.84,-111.71,8161,Salt Lake,Headwaters Parleys Creek (160202040302),
SNTL,UT,Lost Creek Resv (1118),,2010-October,41.22,-111.36,6082,Morgan,Upper Lost Creek (160201010603),
SNTL,UT,Louis Meadow (972),,1999-October,40.83,-111.76,6700,Salt Lake,City Creek (160202040304),
SNTL,UT,Mammoth-Cottonwood (612),,1978-October,39.68,-111.32,8709,Sanpete,Cottonwood Canyon-San Pitch River (160300040203),
SNTL,UT,Merchant Valley (621),,1980-July,38.3,-112.44,8705,Beaver,Merchant Creek (160300070201),
SNTL,UT,Midway Valley (626),,1980-July,37.57,-112.84,9827,Iron,Midway Valley-Midway Creek (160300010101),
SNTL,UT,Mill Creek Canyon (1321),,2024-June,40.7,-111.68,6960,Salt Lake,Headwaters Mill Creek (160202040301),
SNTL,UT,Mill-D North (628),,1988-October,40.66,-111.64,8963,Salt Lake,Headwaters Big Cottonwood Creek (160202040201),
SNTL,UT,Mining Fork (631),,1988-September,40.49,-112.61,8295,Tooele,South Willow Creek-Frontal Great Salt Lake (160203040503),
SNTL,UT,Monte Cristo (634),,1978-October,41.47,-111.5,8932,Cache,Sheep Creek (160102030201),
SNTL,UT,Mosby Mtn. (643),,1978-October,40.61,-109.89,9553,Uintah,Mosby Sink-Dry Fork (140600100702),
SNTL,UT,Mt Baldy (1224),,2012-October,39.14,-111.51,9524,Sanpete,Headwaters Twelvemile Creek (160300040402),
SNTL,UT,Mt Pennell (1269),,2015-October,37.98,-110.79,9209,Garfield,Slate Creek (140700010502),
SNTL,UT,Oak Creek (1146),,2010-October,39.35,-112.19,7850,Millard,Upper Oak Creek (160300051503),
SNTL,UT,Panguitch Lake RS (1148),,2014-October,37.7,-112.65,8350,Garfield,Ipson Creek (160300010402),
