case,initial_canopy_cover,initial_ground_cover,event_date,runoff_mm,peak_ro_mm_h,eff_int_mm_h,eff_dur_h,keff_mm_h,event_soil_water_mm,event_lai,event_canopy_height_m,event_canopy_cover_pct,event_interrill_cover_pct,event_rill_cover_pct,live_biomass_kg_m2,dead_biomass_kg_m2,rill_width_m,pre_event_soil_water_mm
c90_g90,0.900000,0.900000,2005-01-09,71.256000,157.821000,41.152000,0.451000,35.000000,217.391000,4.241000,0.779000,90.000000,90.041000,90.041000,0.164000,0.461000,0.302000,212.890000
c90_g95,0.900000,0.950000,2005-01-09,71.265000,157.841000,41.152000,0.451000,35.000000,217.379000,4.241000,0.779000,90.000000,95.027000,95.027000,0.164000,0.600000,0.308000,212.880000
c95_g30,0.950000,0.300000,2005-01-09,71.284000,97.875000,38.266000,0.728000,35.000000,217.351000,4.672000,0.947000,95.000000,30.309000,30.309000,0.214000,0.072000,0.332000,212.890000
c95_g55,0.950000,0.550000,2005-01-09,71.285000,97.876000,38.266000,0.728000,35.000000,217.345000,4.672000,0.947000,95.000000,55.214000,55.214000,0.214000,0.161000,0.338000,212.880000
c95_g70,0.950000,0.700000,2005-01-09,71.286000,97.877000,38.266000,0.728000,35.000000,217.340000,4.672000,0.947000,95.000000,70.143000,70.143000,0.214000,0.242000,0.339000,212.870000
c95_g80,0.950000,0.800000,2005-01-09,71.257000,151.902000,40.867000,0.469000,35.000000,217.359000,4.672000,0.947000,95.000000,80.082000,80.082000,0.214000,0.323000,0.336000,212.860000
c95_g90,0.950000,0.900000,2005-01-09,71.269000,157.851000,41.152000,0.451000,35.000000,217.342000,4.672000,0.947000,95.000000,90.041000,90.041000,0.214000,0.461000,0.300000,212.850000
c95_g95,0.950000,0.950000,2005-01-09,71.278000,157.871000,41.152000,0.451000,35.000000,217.329000,4.672000,0.947000,95.000000,95.027000,95.027000,0.214000,0.600000,0.307000,212.840000
c30_g30,0.300000,0.300000,2005-02-21,43.108000,80.051000,48.801000,0.539000,35.000000,219.306000,0.578000,0.147000,30.000000,30.311000,30.311000,0.025000,0.072000,0.329000,216.140000
c30_g55,0.300000,0.550000,2005-02-21,43.474000,80.731000,48.801000,0.539000,35.000000,219.280000,0.578000,0.147000,30.000000,55.215000,55.215000,0.025000,0.161000,0.335000,216.450000
c30_g70,0.300000,0.700000,2005-02-21,43.585000,80.937000,48.801000,0.539000,35.000000,219.251000,0.578000,0.147000,30.000000,70.143000,70.143000,0.025000,0.242000,0.343000,216.500000
c30_g80,0.300000,0.800000,2005-02-21,43.598000,80.960000,48.801000,0.539000,35.000000,219.222000,0.578000,0.147000,30.000000,80.082000,80.082000,0.025000,0.323000,0.345000,216.460000
c30_g90,0.300000,0.900000,2005-02-21,43.615000,80.993000,48.801000,0.539000,35.000000,219.183000,0.578000,0.147000,30.000000,90.041000,90.041000,0.025000,0.461000,0.303000,216.400000
c30_g95,0.300000,0.950000,2005-02-21,43.626000,81.013000,48.801000,0.539000,35.000000,219.162000,0.578000,0.147000,30.000000,95.027000,95.027000,0.025000,0.600000,0.308000,216.370000
c55_g30,0.550000,0.300000,2005-02-21,43.686000,81.125000,48.801000,0.539000,35.000000,218.536000,1.551000,0.315000,55.000000,30.311000,30.311000,0.057000,0.072000,0.330000,215.760000
c55_g55,0.550000,0.550000,2005-02-21,43.698000,81.146000,48.801000,0.539000,35.000000,218.510000,1.551000,0.315000,55.000000,55.215000,55.215000,0.057000,0.161000,0.336000,215.720000
c55_g70,0.550000,0.700000,2005-02-21,43.711000,81.170000,48.801000,0.539000,35.000000,218.482000,1.551000,0.315000,55.000000,70.143000,70.143000,0.057000,0.242000,0.344000,215.680000
c55_g80,0.550000,0.800000,2005-02-21,43.723000,81.193000,48.801000,0.539000,35.000000,218.455000,1.551000,0.315000,55.000000,80.082000,80.082000,0.057000,0.323000,0.343000,215.640000
c55_g90,0.550000,0.900000,2005-02-21,43.741000,81.226000,48.801000,0.539000,35.000000,218.415000,1.551000,0.315000,55.000000,90.041000,90.041000,0.057000,0.461000,0.304000,215.580000
c55_g95,0.550000,0.950000,2005-02-21,43.753000,81.249000,48.801000,0.539000,35.000000,218.386000,1.551000,0.315000,55.000000,95.027000,95.027000,0.057000,0.600000,0.309000,215.530000
c70_g30,0.700000,0.300000,2005-02-21,43.768000,81.276000,48.801000,0.539000,35.000000,218.047000,2.506000,0.455000,70.000000,30.311000,30.311000,0.086000,0.072000,0.330000,215.250000
c70_g55,0.700000,0.550000,2005-02-21,43.779000,81.297000,48.801000,0.539000,35.000000,218.021000,2.506000,0.455000,70.000000,55.215000,55.215000,0.086000,0.161000,0.337000,215.210000
c70_g70,0.700000,0.700000,2005-02-21,43.792000,81.321000,48.801000,0.539000,35.000000,217.992000,2.506000,0.455000,70.000000,70.143000,70.143000,0.086000,0.242000,0.344000,215.160000
c70_g80,0.700000,0.800000,2005-02-21,43.805000,81.344000,48.801000,0.539000,35.000000,217.965000,2.506000,0.455000,70.000000,80.082000,80.082000,0.086000,0.323000,0.342000,215.120000
c70_g90,0.700000,0.900000,2005-02-21,43.822000,81.378000,48.801000,0.539000,35.000000,217.925000,2.506000,0.455000,70.000000,90.041000,90.041000,0.086000,0.461000,0.305000,215.060000
c70_g95,0.700000,0.950000,2005-02-21,43.835000,81.401000,48.801000,0.539000,35.000000,217.897000,2.506000,0.455000,70.000000,95.027000,95.027000,0.086000,0.600000,0.310000,215.020000
c80_g30,0.800000,0.300000,2005-02-21,43.814000,81.362000,48.801000,0.539000,35.000000,217.767000,3.329000,0.583000,80.000000,30.311000,30.311000,0.115000,0.072000,0.331000,214.950000
c80_g55,0.800000,0.550000,2005-02-21,43.826000,81.384000,48.801000,0.539000,35.000000,217.740000,3.329000,0.583000,80.000000,55.215000,55.215000,0.115000,0.161000,0.338000,214.910000
c80_g70,0.800000,0.700000,2005-02-21,43.839000,81.408000,48.801000,0.539000,35.000000,217.711000,3.329000,0.583000,80.000000,70.143000,70.143000,0.115000,0.242000,0.345000,214.870000
c80_g80,0.800000,0.800000,2005-02-21,43.851000,81.431000,48.801000,0.539000,35.000000,217.683000,3.329000,0.583000,80.000000,80.082000,80.082000,0.115000,0.323000,0.341000,214.820000
c80_g90,0.800000,0.900000,2005-02-21,43.869000,81.465000,48.801000,0.539000,35.000000,217.643000,3.329000,0.583000,80.000000,90.041000,90.041000,0.115000,0.461000,0.304000,214.760000
c80_g95,0.800000,0.950000,2005-02-21,43.878000,81.480000,48.801000,0.539000,35.000000,217.643000,3.329000,0.583000,80.000000,95.027000,95.027000,0.115000,0.600000,0.310000,214.760000
c90_g30,0.900000,0.300000,2005-02-21,43.848000,81.425000,48.801000,0.539000,35.000000,217.555000,4.241000,0.779000,90.000000,30.311000,30.311000,0.164000,0.072000,0.332000,214.730000
c90_g55,0.900000,0.550000,2005-02-21,43.860000,81.447000,48.801000,0.539000,35.000000,217.528000,4.241000,0.779000,90.000000,55.215000,55.215000,0.164000,0.161000,0.338000,214.690000
c90_g70,0.900000,0.700000,2005-02-21,43.873000,81.471000,48.801000,0.539000,35.000000,217.498000,4.241000,0.779000,90.000000,70.143000,70.143000,0.164000,0.242000,0.342000,214.650000
c90_g80,0.900000,0.800000,2005-02-21,43.886000,81.495000,48.801000,0.539000,35.000000,217.470000,4.241000,0.779000,90.000000,80.082000,80.082000,0.164000,0.323000,0.339000,214.600000
c90_g90,0.900000,0.900000,2005-02-21,43.900000,81.521000,48.801000,0.539000,35.000000,217.458000,4.241000,0.779000,90.000000,90.041000,90.041000,0.164000,0.461000,0.302000,214.590000
c90_g95,0.900000,0.950000,2005-02-21,43.912000,81.544000,48.801000,0.539000,35.000000,217.430000,4.241000,0.779000,90.000000,95.027000,95.027000,0.164000,0.600000,0.308000,214.540000
c95_g30,0.950000,0.300000,2005-02-21,43.859000,81.446000,48.801000,0.539000,35.000000,217.479000,4.672000,0.947000,95.000000,30.311000,30.311000,0.214000,0.072000,0.332000,214.660000
c95_g55,0.950000,0.550000,2005-02-21,43.871000,81.468000,48.801000,0.539000,35.000000,217.452000,4.672000,0.947000,95.000000,55.215000,55.215000,0.214000,0.161000,0.338000,214.620000
c95_g70,0.950000,0.700000,2005-02-21,43.884000,81.492000,48.801000,0.539000,35.000000,217.423000,4.672000,0.947000,95.000000,70.143000,70.143000,0.214000,0.242000,0.339000,214.570000
c95_g80,0.950000,0.800000,2005-02-21,43.893000,81.508000,48.801000,0.539000,35.000000,217.423000,4.672000,0.947000,95.000000,80.082000,80.082000,0.214000,0.323000,0.336000,214.570000
c95_g90,0.950000,0.900000,2005-02-21,43.911000,81.542000,48.801000,0.539000,35.000000,217.383000,4.672000,0.947000,95.000000,90.041000,90.041000,0.214000,0.461000,0.300000,214.510000
c95_g95,0.950000,0.950000,2005-02-21,43.923000,81.565000,48.801000,0.539000,35.000000,217.355000,4.672000,0.947000,95.000000,95.027000,95.027000,0.214000,0.600000,0.307000,214.470000
c30_g30,0.300000,0.300000,2019-01-16,28.334000,77.280000,86.973000,0.367000,35.000000,218.281000,0.578000,0.147000,30.000000,30.482000,30.482000,0.025000,0.073000,0.329000,214.250000
c30_g55,0.300000,0.550000,2019-01-16,28.263000,77.010000,86.961000,0.367000,35.000000,218.387000,0.578000,0.147000,30.000000,55.333000,55.333000,0.025000,0.161000,0.335000,214.270000
c30_g70,0.300000,0.700000,2019-01-16,28.327000,76.937000,86.945000,0.368000,35.000000,218.363000,0.578000,0.147000,30.000000,70.222000,70.222000,0.025000,0.242000,0.343000,214.280000
c30_g80,0.300000,0.800000,2019-01-16,28.393000,76.930000,86.924000,0.369000,35.000000,218.334000,0.578000,0.147000,30.000000,80.127000,80.127000,0.025000,0.323000,0.345000,214.280000
c30_g90,0.300000,0.900000,2019-01-16,28.485000,76.977000,86.883000,0.370000,35.000000,218.297000,0.578000,0.147000,30.000000,90.064000,90.064000,0.025000,0.462000,0.303000,214.290000
c30_g95,0.300000,0.950000,2019-01-16,28.540000,77.094000,86.839000,0.370000,35.000000,218.285000,0.578000,0.147000,30.000000,95.042000,95.042000,0.025000,0.601000,0.308000,214.330000
c55_g30,0.550000,0.300000,2019-01-16,28.334000,77.162000,86.973000,0.367000,35.000000,218.156000,1.551000,0.315000,55.000000,30.482000,30.482000,0.057000,0.073000,0.330000,214.100000
c55_g55,0.550000,0.550000,2019-01-16,28.395000,77.005000,86.961000,0.369000,35.000000,218.129000,1.551000,0.315000,55.000000,55.333000,55.333000,0.057000,0.161000,0.336000,214.100000
c55_g70,0.550000,0.700000,2019-01-16,28.462000,76.947000,86.945000,0.370000,35.000000,218.099000,1.551000,0.315000,55.000000,70.222000,70.222000,0.057000,0.242000,0.344000,214.110000
c55_g80,0.550000,0.800000,2019-01-16,28.527000,76.947000,86.924000,0.371000,35.000000,218.070000,1.551000,0.315000,55.000000,80.127000,80.127000,0.057000,0.323000,0.343000,214.110000
c55_g90,0.550000,0.900000,2019-01-16,28.622000,77.012000,86.883000,0.372000,35.000000,218.027000,1.551000,0.315000,55.000000,90.064000,90.064000,0.057000,0.462000,0.304000,214.110000
c55_g95,0.550000,0.950000,2019-01-16,28.690000,77.147000,86.839000,0.372000,35.000000,217.997000,1.551000,0.315000,55.000000,95.042000,95.042000,0.057000,0.601000,0.309000,214.110000
c70_g30,0.700000,0.300000,2019-01-16,28.418000,77.130000,86.973000,0.368000,35.000000,217.988000,2.506000,0.455000,70.000000,30.482000,30.482000,0.086000,0.073000,0.330000,213.990000
c70_g55,0.700000,0.550000,2019-01-16,28.479000,76.987000,86.961000,0.370000,35.000000,217.961000,2.506000,0.455000,70.000000,55.333000,55.333000,0.086000,0.161000,0.337000,213.990000
c70_g70,0.700000,0.700000,2019-01-16,28.546000,76.939000,86.945000,0.371000,35.000000,217.931000,2.506000,0.455000,70.000000,70.222000,70.222000,0.086000,0.242000,0.344000,214.000000
c70_g80,0.700000,0.800000,2019-01-16,28.611000,76.945000,86.924000,0.372000,35.000000,217.902000,2.506000,0.455000,70.000000,80.127000,80.127000,0.086000,0.323000,0.342000,214.000000
c70_g90,0.700000,0.900000,2019-01-16,28.707000,77.020000,86.883000,0.373000,35.000000,217.859000,2.506000,0.455000,70.000000,90.064000,90.064000,0.086000,0.462000,0.305000,214.000000
c70_g95,0.700000,0.950000,2019-01-16,28.774000,77.159000,86.839000,0.373000,35.000000,217.829000,2.506000,0.455000,70.000000,95.042000,95.042000,0.086000,0.601000,0.310000,214.000000
c80_g30,0.800000,0.300000,2019-01-16,28.466000,77.085000,86.973000,0.369000,35.000000,217.893000,3.329000,0.583000,80.000000,30.482000,30.482000,0.115000,0.073000,0.331000,213.930000
c80_g55,0.800000,0.550000,2019-01-16,28.528000,76.953000,86.961000,0.371000,35.000000,217.866000,3.329000,0.583000,80.000000,55.333000,55.333000,0.115000,0.161000,0.338000,213.930000
c80_g70,0.800000,0.700000,2019-01-16,28.595000,76.911000,86.945000,0.372000,35.000000,217.836000,3.329000,0.583000,80.000000,70.222000,70.222000,0.115000,0.242000,0.345000,213.930000
c80_g80,0.800000,0.800000,2019-01-16,28.660000,76.922000,86.924000,0.373000,35.000000,217.807000,3.329000,0.583000,80.000000,80.127000,80.127000,0.115000,0.323000,0.341000,213.930000
c80_g90,0.800000,0.900000,2019-01-16,28.755000,77.005000,86.883000,0.373000,35.000000,217.764000,3.329000,0.583000,80.000000,90.064000,90.064000,0.115000,0.462000,0.304000,213.940000
c80_g95,0.800000,0.950000,2019-01-16,28.823000,77.149000,86.839000,0.374000,35.000000,217.734000,3.329000,0.583000,80.000000,95.042000,95.042000,0.115000,0.601000,0.310000,213.940000
c90_g30,0.900000,0.300000,2019-01-16,28.503000,76.995000,86.973000,0.370000,35.000000,217.825000,4.241000,0.779000,90.000000,30.482000,30.482000,0.164000,0.073000,0.332000,213.880000
c90_g55,0.900000,0.550000,2019-01-16,28.564000,76.877000,86.961000,0.372000,35.000000,217.798000,4.241000,0.779000,90.000000,55.333000,55.333000,0.164000,0.161000,0.338000,213.890000
c90_g70,0.900000,0.700000,2019-01-16,28.631000,76.842000,86.945000,0.373000,35.000000,217.768000,4.241000,0.779000,90.000000,70.222000,70.222000,0.164000,0.242000,0.342000,213.890000
c90_g80,0.900000,0.800000,2019-01-16,28.697000,76.861000,86.924000,0.373000,35.000000,217.738000,4.241000,0.779000,90.000000,80.127000,80.127000,0.164000,0.323000,0.339000,213.890000
c90_g90,0.900000,0.900000,2019-01-16,28.792000,76.953000,86.883000,0.374000,35.000000,217.695000,4.241000,0.779000,90.000000,90.064000,90.064000,0.164000,0.462000,0.302000,213.890000
c90_g95,0.900000,0.950000,2019-01-16,28.860000,77.103000,86.839000,0.374000,35.000000,217.665000,4.241000,0.779000,90.000000,95.042000,95.042000,0.164000,0.601000,0.308000,213.890000
c95_g30,0.950000,0.300000,2019-01-16,28.515000,76.909000,86.973000,0.371000,35.000000,217.804000,4.672000,0.947000,95.000000,30.482000,30.482000,0.214000,0.073000,0.332000,213.870000
c95_g55,0.950000,0.550000,2019-01-16,28.577000,76.800000,86.961000,0.372000,35.000000,217.777000,4.672000,0.947000,95.000000,55.333000,55.333000,0.214000,0.161000,0.338000,213.870000
c95_g70,0.950000,0.700000,2019-01-16,28.644000,76.772000,86.945000,0.373000,35.000000,217.747000,4.672000,0.947000,95.000000,70.222000,70.222000,0.214000,0.242000,0.339000,213.870000
c95_g80,0.950000,0.800000,2019-01-16,28.709000,76.795000,86.924000,0.374000,35.000000,217.717000,4.672000,0.947000,95.000000,80.127000,80.127000,0.214000,0.323000,0.336000,213.880000
c95_g90,0.950000,0.900000,2019-01-16,28.805000,76.895000,86.883000,0.375000,35.000000,217.674000,4.672000,0.947000,95.000000,90.064000,90.064000,0.214000,0.462000,0.300000,213.880000
c95_g95,0.950000,0.950000,2019-01-16,28.872000,77.049000,86.839000,0.375000,35.000000,217.644000,4.672000,0.947000,95.000000,95.042000,95.042000,0.214000,0.601000,0.307000,213.880000
c30_g30,0.300000,0.300000,2021-12-29,62.058000,107.109000,58.487000,0.579000,35.000000,214.076000,0.578000,0.147000,30.000000,30.518000,30.518000,0.025000,0.073000,0.329000,185.240000
c30_g55,0.300000,0.550000,2021-12-29,62.337000,94.850000,56.481000,0.657000,35.000000,213.988000,0.578000,0.147000,30.000000,55.359000,55.359000,0.025000,0.161000,0.335000,185.370000
c30_g70,0.300000,0.700000,2021-12-29,62.646000,95.387000,56.481000,0.657000,35.000000,213.888000,0.578000,0.147000,30.000000,70.239000,70.239000,0.025000,0.242000,0.343000,185.520000
c30_g80,0.300000,0.800000,2021-12-29,62.914000,95.820000,56.481000,0.657000,35.000000,213.756000,0.578000,0.147000,30.000000,80.137000,80.137000,0.025000,0.323000,0.345000,185.560000
c30_g90,0.300000,0.900000,2021-12-29,63.260000,96.390000,56.481000,0.656000,35.000000,213.745000,0.578000,0.147000,30.000000,90.068000,90.068000,0.025000,0.462000,0.303000,185.870000
c30_g95,0.300000,0.950000,2021-12-29,63.450000,96.677000,56.481000,0.656000,35.000000,213.776000,0.578000,0.147000,30.000000,95.046000,95.046000,0.025000,0.601000,0.308000,186.110000
c55_g30,0.550000,0.300000,2021-12-29,62.617000,94.729000,56.570000,0.661000,35.000000,213.836000,1.551000,0.315000,55.000000,30.518000,30.518000,0.057000,0.073000,0.330000,185.550000
c55_g55,0.550000,0.550000,2021-12-29,62.893000,95.104000,56.598000,0.661000,35.000000,213.752000,1.551000,0.315000,55.000000,55.359000,55.359000,0.057000,0.161000,0.336000,185.680000
c55_g70,0.550000,0.700000,2021-12-29,63.213000,95.411000,56.640000,0.663000,35.000000,213.646000,1.551000,0.315000,55.000000,70.239000,70.239000,0.057000,0.242000,0.344000,185.820000
c55_g80,0.550000,0.800000,2021-12-29,63.471000,95.848000,56.636000,0.662000,35.000000,213.516000,1.551000,0.315000,55.000000,80.137000,80.137000,0.057000,0.323000,0.343000,185.860000
c55_g90,0.550000,0.900000,2021-12-29,63.816000,96.263000,56.661000,0.663000,35.000000,213.490000,1.551000,0.315000,55.000000,90.068000,90.068000,0.057000,0.462000,0.304000,186.140000
c55_g95,0.550000,0.950000,2021-12-29,63.993000,96.636000,56.642000,0.662000,35.000000,213.509000,1.551000,0.315000,55.000000,95.046000,95.046000,0.057000,0.601000,0.309000,186.350000
c70_g30,0.700000,0.300000,2021-12-29,62.968000,94.596000,56.698000,0.666000,35.000000,213.674000,2.506000,0.455000,70.000000,30.518000,30.518000,0.086000,0.073000,0.330000,185.720000
c70_g55,0.700000,0.550000,2021-12-29,63.251000,94.950000,56.729000,0.666000,35.000000,213.585000,2.506000,0.455000,70.000000,55.359000,55.359000,0.086000,0.161000,0.337000,185.850000
c70_g70,0.700000,0.700000,2021-12-29,63.552000,95.293000,56.758000,0.667000,35.000000,213.484000,2.506000,0.455000,70.000000,70.239000,70.239000,0.086000,0.242000,0.344000,185.980000
c70_g80,0.700000,0.800000,2021-12-29,63.812000,95.723000,56.756000,0.667000,35.000000,213.354000,2.506000,0.455000,70.000000,80.137000,80.137000,0.086000,0.323000,0.342000,186.020000
c70_g90,0.700000,0.900000,2021-12-29,64.174000,96.103000,56.790000,0.668000,35.000000,213.320000,2.506000,0.455000,70.000000,90.068000,90.068000,0.086000,0.462000,0.305000,186.300000
c70_g95,0.700000,0.950000,2021-12-29,64.346000,96.474000,56.770000,0.667000,35.000000,213.352000,2.506000,0.455000,70.000000,95.046000,95.046000,0.086000,0.601000,0.310000,186.530000
c80_g30,0.800000,0.300000,2021-12-29,63.160000,94.559000,56.764000,0.668000,35.000000,213.586000,3.329000,0.583000,80.000000,30.518000,30.518000,0.115000,0.073000,0.331000,185.810000
c80_g55,0.800000,0.550000,2021-12-29,63.447000,94.896000,56.798000,0.669000,35.000000,213.493000,3.329000,0.583000,80.000000,55.359000,55.359000,0.115000,0.161000,0.338000,185.940000
c80_g70,0.800000,0.700000,2021-12-29,63.757000,95.219000,56.832000,0.670000,35.000000,213.388000,3.329000,0.583000,80.000000,70.239000,70.239000,0.115000,0.242000,0.345000,186.070000
c80_g80,0.800000,0.800000,2021-12-29,64.018000,95.643000,56.830000,0.669000,35.000000,213.257000,3.329000,0.583000,80.000000,80.137000,80.137000,0.115000,0.323000,0.341000,186.110000
c80_g90,0.800000,0.900000,2021-12-29,64.375000,96.012000,56.865000,0.670000,35.000000,213.251000,3.329000,0.583000,80.000000,90.068000,90.068000,0.115000,0.462000,0.304000,186.450000
c80_g95,0.800000,0.950000,2021-12-29,64.538000,96.422000,56.835000,0.669000,35.000000,213.258000,3.329000,0.583000,80.000000,95.046000,95.046000,0.115000,0.601000,0.310000,186.620000
c90_g30,0.900000,0.300000,2021-12-29,63.315000,94.538000,56.821000,0.670000,35.000000,213.518000,4.241000,0.779000,90.000000,30.518000,30.518000,0.164000,0.073000,0.332000,185.890000
c90_g55,0.900000,0.550000,2021-12-29,63.603000,94.864000,56.855000,0.670000,35.000000,213.424000,4.241000,0.779000,90.000000,55.359000,55.359000,0.164000,0.161000,0.338000,186.020000
c90_g70,0.900000,0.700000,2021-12-29,63.913000,95.160000,56.893000,0.672000,35.000000,213.334000,4.241000,0.779000,90.000000,70.239000,70.239000,0.164000,0.242000,0.342000,186.180000
c90_g80,0.900000,0.800000,2021-12-29,64.178000,95.587000,56.891000,0.671000,35.000000,213.200000,4.241000,0.779000,90.000000,80.137000,80.137000,0.164000,0.323000,0.339000,186.220000
c90_g90,0.900000,0.900000,2021-12-29,64.519000,95.991000,56.914000,0.672000,35.000000,213.185000,4.241000,0.779000,90.000000,90.068000,90.068000,0.164000,0.462000,0.302000,186.520000
c90_g95,0.900000,0.950000,2021-12-29,64.688000,96.390000,56.887000,0.671000,35.000000,213.190000,4.241000,0.779000,90.000000,95.046000,95.046000,0.164000,0.601000,0.308000,186.690000
c95_g30,0.950000,0.300000,2021-12-29,63.371000,94.557000,56.842000,0.670000,35.000000,213.497000,4.672000,0.947000,95.000000,30.518000,30.518000,0.214000,0.073000,0.332000,185.920000
c95_g55,0.950000,0.550000,2021-12-29,63.662000,94.859000,56.880000,0.671000,35.000000,213.416000,4.672000,0.947000,95.000000,55.359000,55.359000,0.214000,0.161000,0.338000,186.070000
c95_g70,0.950000,0.700000,2021-12-29,63.963000,95.182000,56.910000,0.672000,35.000000,213.314000,4.672000,0.947000,95.000000,70.239000,70.239000,0.214000,0.242000,0.339000,186.200000
c95_g80,0.950000,0.800000,2021-12-29,64.227000,95.608000,56.907000,0.672000,35.000000,213.179000,4.672000,0.947000,95.000000,80.137000,80.137000,0.214000,0.323000,0.336000,186.240000
c95_g90,0.950000,0.900000,2021-12-29,64.570000,96.006000,56.931000,0.673000,35.000000,213.165000,4.672000,0.947000,95.000000,90.068000,90.068000,0.214000,0.462000,0.300000,186.550000
c95_g95,0.950000,0.950000,2021-12-29,64.740000,96.400000,56.906000,0.672000,35.000000,213.170000,4.672000,0.947000,95.000000,95.046000,95.046000,0.214000,0.601000,0.307000,186.720000
c30_g30,0.300000,0.300000,2021-12-30,55.987000,124.231000,70.974000,0.451000,35.000000,217.808000,0.578000,0.147000,30.000000,30.518000,30.518000,0.025000,0.073000,0.329000,214.080000
c30_g55,0.300000,0.550000,2021-12-30,55.997000,128.315000,74.716000,0.436000,35.000000,217.762000,0.578000,0.147000,30.000000,55.359000,55.359000,0.025000,0.161000,0.335000,213.990000
c30_g70,0.300000,0.700000,2021-12-30,56.007000,131.720000,79.159000,0.425000,35.000000,217.710000,0.578000,0.147000,30.000000,70.239000,70.239000,0.025000,0.242000,0.343000,213.890000
c30_g80,0.300000,0.800000,2021-12-30,56.021000,132.928000,84.200000,0.421000,35.000000,217.641000,0.578000,0.147000,30.000000,80.137000,80.137000,0.025000,0.323000,0.345000,213.760000
c30_g90,0.300000,0.900000,2021-12-30,56.023000,133.743000,83.804000,0.419000,35.000000,217.637000,0.578000,0.147000,30.000000,90.068000,90.068000,0.025000,0.462000,0.303000,213.740000
c30_g95,0.300000,0.950000,2021-12-30,56.019000,132.290000,83.804000,0.423000,35.000000,217.653000,0.578000,0.147000,30.000000,95.046000,95.046000,0.025000,0.601000,0.308000,213.780000
c55_g30,0.550000,0.300000,2021-12-30,55.965000,127.485000,75.211000,0.439000,35.000000,217.615000,1.551000,0.315000,55.000000,30.518000,30.518000,0.057000,0.073000,0.330000,213.840000
c55_g55,0.550000,0.550000,2021-12-30,55.974000,131.630000,79.680000,0.425000,35.000000,217.570000,1.551000,0.315000,55.000000,55.359000,55.359000,0.057000,0.161000,0.336000,213.750000
c55_g70,0.550000,0.700000,2021-12-30,55.986000,135.916000,85.344000,0.412000,35.000000,217.516000,1.551000,0.315000,55.000000,70.239000,70.239000,0.057000,0.242000,0.344000,213.650000
c55_g80,0.550000,0.800000,2021-12-30,55.999000,133.571000,84.200000,0.419000,35.000000,217.448000,1.551000,0.315000,55.000000,80.137000,80.137000,0.057000,0.323000,0.343000,213.520000
c55_g90,0.550000,0.900000,2021-12-30,56.002000,133.357000,83.804000,0.420000,35.000000,217.436000,1.551000,0.315000,55.000000,90.068000,90.068000,0.057000,0.462000,0.304000,213.490000
c55_g95,0.550000,0.950000,2021-12-30,56.000000,131.787000,83.804000,0.425000,35.000000,217.446000,1.551000,0.315000,55.000000,95.046000,95.046000,0.057000,0.601000,0.309000,213.510000
c70_g30,0.700000,0.300000,2021-12-30,55.952000,127.833000,75.519000,0.438000,35.000000,217.487000,2.506000,0.455000,70.000000,30.518000,30.518000,0.086000,0.073000,0.330000,213.670000
c70_g55,0.700000,0.550000,2021-12-30,55.962000,131.091000,80.005000,0.427000,35.000000,217.441000,2.506000,0.455000,70.000000,55.359000,55.359000,0.086000,0.161000,0.337000,213.580000
c70_g70,0.700000,0.700000,2021-12-30,55.972000,132.309000,85.344000,0.423000,35.000000,217.388000,2.506000,0.455000,70.000000,70.239000,70.239000,0.086000,0.242000,0.344000,213.480000
c70_g80,0.700000,0.800000,2021-12-30,55.986000,133.846000,84.200000,0.418000,35.000000,217.320000,2.506000,0.455000,70.000000,80.137000,80.137000,0.086000,0.323000,0.342000,213.350000
c70_g90,0.700000,0.900000,2021-12-30,55.990000,133.025000,83.804000,0.421000,35.000000,217.304000,2.506000,0.455000,70.000000,90.068000,90.068000,0.086000,0.462000,0.305000,213.320000
c70_g95,0.700000,0.950000,2021-12-30,55.987000,132.211000,83.804000,0.423000,35.000000,217.321000,2.506000,0.455000,70.000000,95.046000,95.046000,0.086000,0.601000,0.310000,213.350000
c80_g30,0.800000,0.300000,2021-12-30,55.945000,127.316000,75.693000,0.439000,35.000000,217.417000,3.329000,0.583000,80.000000,30.518000,30.518000,0.115000,0.073000,0.331000,213.590000
c80_g55,0.800000,0.550000,2021-12-30,55.955000,129.446000,80.188000,0.432000,35.000000,217.369000,3.329000,0.583000,80.000000,55.359000,55.359000,0.115000,0.161000,0.338000,213.490000
c80_g70,0.800000,0.700000,2021-12-30,55.966000,132.680000,85.344000,0.422000,35.000000,217.314000,3.329000,0.583000,80.000000,70.239000,70.239000,0.115000,0.242000,0.345000,213.390000
c80_g80,0.800000,0.800000,2021-12-30,55.980000,134.003000,84.200000,0.418000,35.000000,217.246000,3.329000,0.583000,80.000000,80.137000,80.137000,0.115000,0.323000,0.341000,213.260000
c80_g90,0.800000,0.900000,2021-12-30,55.981000,132.920000,83.804000,0.421000,35.000000,217.243000,3.329000,0.583000,80.000000,90.068000,90.068000,0.115000,0.462000,0.304000,213.250000
c80_g95,0.800000,0.950000,2021-12-30,55.980000,109.047000,83.804000,0.513000,35.000000,217.247000,3.329000,0.583000,80.000000,95.046000,95.046000,0.115000,0.601000,0.310000,213.260000
c90_g30,0.900000,0.300000,2021-12-30,55.941000,126.687000,75.820000,0.442000,35.000000,217.364000,4.241000,0.779000,90.000000,30.518000,30.518000,0.164000,0.073000,0.332000,213.520000
