cokey,mukey,comppct_r,has_corestriction,reskind,reshard,resdept_r,resdepb_r,resthk_r,ksat_anchor_um_s,brockdepmin,rn,ecoregion,legacy_kslast_mm_h,legacy_fallback,candidate_a_kslast_mm_h,candidate_b_kslast_mm_h
26370044,1382597,40,0,,,,,,91.735,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26371140,916811,40,0,,,,,,91.735,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26513190,96877,40,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26700467,362407,40,0,,,,,,92,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27172671,1669712,40,0,,,,,,28.23,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27372622,2931488,40,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27474837,375761,40,0,,,,,,28.23,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27178737,104703,39,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26622687,272690,100,1,Strongly contrasting textural stratification,,91,203,,9.17,,,Central Corn Belt Plains,0.033012,0,0.0214578,0.016093350000000003
26957134,177766,100,1,Strongly contrasting textural stratification,noncoherent,91,,,9.17,,,Central Corn Belt Plains,0.033012,0,0.0214578,0.016093350000000003
26949006,175604,98,1,Densic material,noncoherent,130,152,22,0.28,,,Central Corn Belt Plains,0.0010080000000000002,0,0.0008568000000000001,0.0005
26953428,177008,98,1,Densic material,noncoherent,122,152,30,0.28,,,Central Corn Belt Plains,0.0010080000000000002,0,0.0008568000000000001,0.0005
26936635,995995,97,1,Lithic bedrock,Strongly coherent,147,172,25,1,147,,Central Corn Belt Plains,0.0036,0,0.00306,0.000612
26942263,183423,96,1,Densic material,noncoherent,94,152,58,0.75,,,Central Corn Belt Plains,0.0027,0,0.001755,0.0005
26953468,176923,95,1,Densic material,noncoherent,79,152,73,0.92,,,Central Corn Belt Plains,0.0033120000000000003,0,0.0021528000000000003,0.0005
26953667,1595753,95,1,Abrupt textural change,noncoherent,41,,,0.92,,,Central Corn Belt Plains,0.0033120000000000003,0,0.0011592,0.0008693999999999999
26963920,199297,95,1,Densic material,noncoherent,66,200,134,2.33,,,Central Corn Belt Plains,0.008388,0,0.0054522,0.00109044
26965840,1601003,95,1,Abrupt textural change,noncoherent,33,33,0,0.92,,,Central Corn Belt Plains,0.0033120000000000003,0,0.0011592,0.0008693999999999999
26436539,159665,94,1,Densic material,noncoherent,124,152,28,1.41,,,Central Corn Belt Plains,0.005076,0,0.0043146,0.00086292
26942009,200210,94,1,Densic material,noncoherent,145,183,38,1.41,,,Central Corn Belt Plains,0.005076,0,0.0043146,0.00086292
26942912,198296,94,1,Densic material,noncoherent,104,152,48,0.92,,,Central Corn Belt Plains,0.0033120000000000003,0,0.0028152000000000003,0.0005630400000000001
26944043,868705,94,1,Densic material,noncoherent,104,152,48,0.92,,,Central Corn Belt Plains,0.0033120000000000003,0,0.0028152000000000003,0.0005630400000000001
26955840,199115,94,1,Densic material,noncoherent,142,183,41,1.41,,,Central Corn Belt Plains,0.005076,0,0.0043146,0.00086292
26956065,1913952,94,1,Densic material,noncoherent,145,183,38,1.41,,,Central Corn Belt Plains,0.005076,0,0.0043146,0.00086292
26956389,199214,94,1,Abrupt textural change,noncoherent,48,,,0.92,,,Central Corn Belt Plains,0.0033120000000000003,0,0.0011592,0.0008693999999999999
26959912,1910902,94,1,Densic material,noncoherent,122,152,30,0.92,,,Central Corn Belt Plains,0.0033120000000000003,0,0.0028152000000000003,0.0005630400000000001
26952499,1427794,93,1,Densic material,noncoherent,94,,,0.28,,,Central Corn Belt Plains,0.0010080000000000002,0,0.0006552000000000002,0.0005
26965890,1613344,93,1,Densic material,noncoherent,81,152,71,0.75,,,Central Corn Belt Plains,0.0027,0,0.001755,0.0005
26950783,198861,92,1,Densic material,noncoherent,122,40,,2.82,,,Central Corn Belt Plains,0.010152,0,0.0086292,0.00172584
26951334,638784,92,1,Strongly contrasting textural stratification,noncoherent,71,,,9.17,,,Central Corn Belt Plains,0.033012,0,0.0214578,0.016093350000000003
26948544,244803,90,1,Paralithic bedrock,Moderately coherent,130,,,0.74,130,,Central Corn Belt Plains,0.002664,0,0.0022644,0.0005
26951008,980371,90,1,Densic material,noncoherent,122,152,30,0.92,,,Central Corn Belt Plains,0.0033120000000000003,0,0.0028152000000000003,0.0005630400000000001
26968022,262317,90,1,Densic material,noncoherent,122,152,30,0.92,,,Central Corn Belt Plains,0.0033120000000000003,0,0.0028152000000000003,0.0005630400000000001
27205242,164546,90,1,Densic material,,76,203,,0.74,,,Central Corn Belt Plains,0.002664,0,0.0017316000000000002,0.0005
26566239,163782,50,1,Densic material,,99,203,,0.74,,,Central Corn Belt Plains,0.002664,0,0.0017316000000000002,0.0005
26955946,621803,46,1,Densic material,noncoherent,84,203,119,2.82,,,Central Corn Belt Plains,0.010152,0,0.0065988,0.00131976
26955945,621803,44,1,Densic material,noncoherent,48,203,155,2.82,,,Central Corn Belt Plains,0.010152,0,0.0035531999999999994,0.0007106399999999999
26937385,261763,25,1,Natric,noncoherent,30,122,92,0.25,,,Central Corn Belt Plains,0.0009,0,0.0005,0.0005
26937995,2518162,15,1,Densic material,noncoherent,89,152,63,0.92,,,Central Corn Belt Plains,0.0033120000000000003,0,0.0021528000000000003,0.0005
26622631,272668,10,1,Strongly contrasting textural stratification,noncoherent,122,203,,0.92,,,Central Corn Belt Plains,0.0033120000000000003,0,0.0028152000000000003,0.0021114
26955841,199115,6,1,Densic material,noncoherent,124,152,28,1.41,,,Central Corn Belt Plains,0.005076,0,0.0043146,0.00086292
26956388,199214,6,1,Natric,noncoherent,30,122,92,0.25,,,Central Corn Belt Plains,0.0009,0,0.0005,0.0005
26459651,162613,5,1,Strongly contrasting textural stratification,noncoherent,142,203,,28.23,,,Central Corn Belt Plains,0.101628,0,0.05,0.05
26459653,162613,5,1,Strongly contrasting textural stratification,noncoherent,85,203,118,5.5,,,Central Corn Belt Plains,0.0198,0,0.012870000000000001,0.009652500000000001
26937253,261750,5,1,Abrupt textural change,noncoherent,41,,,0.92,,,Central Corn Belt Plains,0.0033120000000000003,0,0.0011592,0.0008693999999999999
26938290,2518147,5,1,Densic material,noncoherent,20,,,0.28,,,Central Corn Belt Plains,0.0010080000000000002,0,0.0005,0.0005
26941844,1529518,5,1,Abrupt textural change,noncoherent,41,,,0.92,,,Central Corn Belt Plains,0.0033120000000000003,0,0.0011592,0.0008693999999999999
26948571,244629,5,1,Abrupt textural change,noncoherent,41,,,0.92,,,Central Corn Belt Plains,0.0033120000000000003,0,0.0011592,0.0008693999999999999
26953820,1595752,5,1,Abrupt textural change,noncoherent,41,,,0.92,,,Central Corn Belt Plains,0.0033120000000000003,0,0.0011592,0.0008693999999999999
26956176,1913921,5,1,Abrupt textural change,noncoherent,41,,,0.92,,,Central Corn Belt Plains,0.0033120000000000003,0,0.0011592,0.0008693999999999999
26957125,177798,5,1,Abrupt textural change,noncoherent,41,,,0.92,,,Central Corn Belt Plains,0.0033120000000000003,0,0.0011592,0.0008693999999999999
26957720,1406221,5,1,Abrupt textural change,noncoherent,41,,,0.92,,,Central Corn Belt Plains,0.0033120000000000003,0,0.0011592,0.0008693999999999999
26959959,1722808,5,1,Abrupt textural change,noncoherent,41,,,0.92,,,Central Corn Belt Plains,0.0033120000000000003,0,0.0011592,0.0008693999999999999
26964003,199353,5,1,Abrupt textural change,noncoherent,41,,,0.92,,,Central Corn Belt Plains,0.0033120000000000003,0,0.0011592,0.0008693999999999999
26951333,638784,4,1,Strongly contrasting textural stratification,noncoherent,86,,,9.17,,,Central Corn Belt Plains,0.033012,0,0.0214578,0.016093350000000003
26936504,795852,3,1,Densic material,noncoherent,135,200,65,,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26937343,261742,3,1,Paralithic bedrock,Moderately coherent,91,116,25,0.74,,,Central Corn Belt Plains,0.002664,0,0.0017316000000000002,0.0005
26949037,175571,3,1,Densic material,noncoherent,104,152,48,0.92,,,Central Corn Belt Plains,0.0033120000000000003,0,0.0028152000000000003,0.0005630400000000001
26950533,271503,3,1,Densic material,noncoherent,18,200,182,0.28,,,Central Corn Belt Plains,0.0010080000000000002,0,0.0005,0.0005
26951010,980371,3,1,Densic material,noncoherent,81,152,71,0.28,,,Central Corn Belt Plains,0.0010080000000000002,0,0.0006552000000000002,0.0005
26951048,991325,3,1,Densic material,noncoherent,18,200,182,0.28,,,Central Corn Belt Plains,0.0010080000000000002,0,0.0005,0.0005
26964588,179013,3,1,Densic material,noncoherent,145,183,38,1.41,,,Central Corn Belt Plains,0.005076,0,0.0043146,0.00086292
26965892,1613344,3,1,Densic material,noncoherent,86,152,66,0.75,,,Central Corn Belt Plains,0.0027,0,0.001755,0.0005
26937422,261755,2,1,Natric,,20,200,180,,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26938820,174841,2,1,Natric,,20,200,180,,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26942265,183423,2,1,Densic material,noncoherent,81,152,71,,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26942939,198342,2,1,Densic material,noncoherent,20,152,132,0.28,,,Central Corn Belt Plains,0.0010080000000000002,0,0.0005,0.0005
26944017,1144004,2,1,Densic material,noncoherent,20,152,132,0.28,,,Central Corn Belt Plains,0.0010080000000000002,0,0.0005,0.0005
26948788,244675,2,1,Abrupt textural change,noncoherent,41,,,0.92,,,Central Corn Belt Plains,0.0033120000000000003,0,0.0011592,0.0008693999999999999
26948992,175564,2,1,Densic material,noncoherent,20,152,132,0.28,,,Central Corn Belt Plains,0.0010080000000000002,0,0.0005,0.0005
26949013,175565,2,1,Densic material,noncoherent,20,152,132,0.28,,,Central Corn Belt Plains,0.0010080000000000002,0,0.0005,0.0005
26953419,176946,2,1,Densic material,noncoherent,20,152,132,0.28,,,Central Corn Belt Plains,0.0010080000000000002,0,0.0005,0.0005
26955592,182518,2,1,Densic material,noncoherent,20,152,132,0.28,,,Central Corn Belt Plains,0.0010080000000000002,0,0.0005,0.0005
26964587,179013,2,1,Densic material,noncoherent,127,200,73,2.12,,,Central Corn Belt Plains,0.007632000000000001,0,0.0064872,0.0012974400000000002
26965835,1612775,2,1,Densic material,noncoherent,20,152,132,0.28,,,Central Corn Belt Plains,0.0010080000000000002,0,0.0005,0.0005
26965889,1613344,2,1,Densic material,noncoherent,64,152,88,0.75,,,Central Corn Belt Plains,0.0027,0,0.001755,0.0005
26967844,262328,2,1,Densic material,noncoherent,20,152,132,0.28,,,Central Corn Belt Plains,0.0010080000000000002,0,0.0005,0.0005
26968024,262317,2,1,Densic material,noncoherent,81,152,71,0.28,,,Central Corn Belt Plains,0.0010080000000000002,0,0.0006552000000000002,0.0005
26936027,1862674,1,1,Abrupt textural change,noncoherent,41,41,0,0.92,,,Central Corn Belt Plains,0.0033120000000000003,0,0.0011592,0.0008693999999999999
26936634,995995,1,1,Lithic bedrock,Indurated,79,104,25,0.92,147,,Central Corn Belt Plains,0.0033120000000000003,0,0.0010764000000000001,0.0005
26936637,995995,1,1,Strongly contrasting textural stratification,noncoherent,51,86,25,1,147,,Central Corn Belt Plains,0.0036,0,0.00234,0.001755
26937907,1913575,1,1,Densic material,noncoherent,20,152,132,0.28,,,Central Corn Belt Plains,0.0010080000000000002,0,0.0005,0.0005
26942901,198284,1,1,Densic material,noncoherent,20,152,132,0.28,,,Central Corn Belt Plains,0.0010080000000000002,0,0.0005,0.0005
26942914,198296,1,1,Densic material,noncoherent,20,152,132,0.28,,,Central Corn Belt Plains,0.0010080000000000002,0,0.0005,0.0005
26944041,868705,1,1,Densic material,noncoherent,20,152,132,0.28,,,Central Corn Belt Plains,0.0010080000000000002,0,0.0005,0.0005
26952508,1385633,1,1,Abrupt textural change,noncoherent,41,,,0.92,,,Central Corn Belt Plains,0.0033120000000000003,0,0.0011592,0.0008693999999999999
26953212,921541,1,1,Abrupt textural change,noncoherent,41,,,0.92,,,Central Corn Belt Plains,0.0033120000000000003,0,0.0011592,0.0008693999999999999
26953223,921539,1,1,Abrupt textural change,noncoherent,41,,,0.92,,,Central Corn Belt Plains,0.0033120000000000003,0,0.0011592,0.0008693999999999999
26957037,182207,1,1,Abrupt textural change,noncoherent,41,,,0.92,,,Central Corn Belt Plains,0.0033120000000000003,0,0.0011592,0.0008693999999999999
26959220,1144320,1,1,Abrupt textural change,noncoherent,41,,,0.92,,,Central Corn Belt Plains,0.0033120000000000003,0,0.0011592,0.0008693999999999999
26965620,2507904,1,1,Abrupt textural change,noncoherent,41,,,0.92,,,Central Corn Belt Plains,0.0033120000000000003,0,0.0011592,0.0008693999999999999
26965837,1601109,1,1,Densic material,noncoherent,20,152,132,0.28,,,Central Corn Belt Plains,0.0010080000000000002,0,0.0005,0.0005
26965841,1601003,1,1,Densic material,noncoherent,20,152,132,0.28,,,Central Corn Belt Plains,0.0010080000000000002,0,0.0005,0.0005
26959212,208620,0,1,Lithic bedrock,,130,,,0.74,,,Central Corn Belt Plains,0.002664,0,0.0022644,0.0005
26459688,162628,100,0,,,,,,91.74,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26562515,160673,100,0,,,,,,2.82,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26566222,163760,100,0,,,,,,2.33,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26624406,272460,100,0,,,,,,28.23,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26624487,272493,100,0,,,,,,9.17,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26953173,921373,100,0,,,,,,9.17,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26957011,182203,100,0,,,,,,9.17,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26957373,177814,100,0,,,,,,9.17,,,Central Corn Belt Plains,0.01,1,0.01,0.01
27205224,164533,100,0,,,,,,28.23,,,Central Corn Belt Plains,0.01,1,0.01,0.01
27555545,3268655,100,0,,,,,,3,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26941819,1598877,99,0,,,,,,2.82,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26953247,921315,99,0,,,,,,2.82,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26955871,199081,99,0,,,,,,2.82,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26965115,1591967,98,0,,,,,,9.17,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26956919,182177,97,0,,,,,,2.33,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26958961,246544,97,0,,,,,,2.35,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26963965,199387,97,0,,,,,,9.17,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26566216,163755,96,0,,,,,,9.17,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26942058,200175,96,0,,,,,,2.82,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26948713,244822,96,0,,,,,,91.74,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26949084,175599,96,0,,,,,,55,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26959957,1912952,96,0,,,,,,2.35,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26936028,1862674,95,0,,,,,,9.17,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26937193,242965,95,0,,,,,,2.82,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26937803,1428393,95,0,,,,,,2.82,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26942353,843567,95,0,,,,,,2.35,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26949010,175565,95,0,,,,,,0.21,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26949040,175569,95,0,,,,,,2.82,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26952621,1386228,95,0,,,,,,9.17,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26953090,923947,95,0,,,,,,2.82,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26956115,1913939,95,0,,,,,,2.82,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26956131,1913946,95,0,,,,,,2.82,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26958958,246517,95,0,,,,,,2.82,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26959214,208620,95,0,,,,,,9.17,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26967355,793054,95,0,,,,,,9.17,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26674482,161391,94,0,,,,,,0.92,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26936118,1862680,94,0,,,,,,28.23,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26936502,795852,94,0,,,,,,9.17,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26937806,1428391,94,0,,,,,,9.17,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26950550,198805,94,0,,,,,,9.17,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26951396,1715092,94,0,,,,,,9.17,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26952213,1029931,94,0,,,,,,9.17,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26955576,182431,94,0,,,,,,9.17,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26955876,199128,94,0,,,,,,0.92,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26964090,199378,94,0,,,,,,9.17,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26967907,262427,94,0,,,,,,0.92,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26937906,1913575,93,0,,,,,,2.82,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26941817,1612276,93,0,,,,,,2.82,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26942900,198284,93,0,,,,,,2.82,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26964589,179013,93,0,,,,,,2.82,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26965838,1601109,93,0,,,,,,2.82,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26487025,612665,92,0,,,,,,11,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26624432,272471,92,0,,,,,,2.82,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26942936,198342,92,0,,,,,,2.82,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26944016,1144004,92,0,,,,,,2.82,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26948914,175583,92,0,,,,,,91.74,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26948973,175584,92,0,,,,,,2.82,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26948991,175564,92,0,,,,,,2.82,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26949005,175563,92,0,,,,,,0.21,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26951163,812455,92,0,,,,,,91.74,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26953418,176946,92,0,,,,,,2.82,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26955591,182518,92,0,,,,,,2.82,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26955712,182705,92,0,,,,,,2.82,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26965834,1612775,92,0,,,,,,2.82,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26967843,262328,92,0,,,,,,2.82,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26566167,163681,91,0,,,,,,55,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26938957,200923,91,0,,,,,,9.17,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26949036,175571,91,0,,,,,,0.92,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26952567,1386212,91,0,,,,,,9.17,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26953597,1596039,91,0,,,,,,9.17,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26433289,163095,90,0,,,,,,0.74,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26459634,162605,90,0,,,,,,28.23,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26519060,184959,90,0,,,,,,55,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26566158,163680,90,0,,,,,,55,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26622632,272669,90,0,,,,,,55,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26674426,161371,90,0,,,,,,55,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26935964,1862664,90,0,,,,,,2.82,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26937346,261742,90,0,,,,,,9.17,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26937418,261755,90,0,,,,,,2.82,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26938817,174841,90,0,,,,,,2.82,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26948789,244675,90,0,,,,,,2.82,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26948910,244849,90,0,,,,,,9.17,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26950532,271503,90,0,,,,,,2.82,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26950768,271304,90,0,,,,,,3,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26951047,991325,90,0,,,,,,2.82,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26951124,263222,90,0,,,,,,11,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26951426,638719,90,0,,,,,,1.41,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26952505,1385633,90,0,,,,,,9.17,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26953131,921342,90,0,,,,,,9.17,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26953209,921541,90,0,,,,,,9.17,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26953225,921539,90,0,,,,,,9.17,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26953411,176970,90,0,,,,,,9.17,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26955928,199061,90,0,,,,,,2.82,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26957034,182207,90,0,,,,,,9.17,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26957766,1406317,90,0,,,,,,9.17,,,Central Corn Belt Plains,0.01,1,0.01,0.01
26959029,208578,90,0,,,,,,2.33,,,Central Corn Belt Plains,0.01,1,0.01,0.01
