Unnamed: 0,Year,State,Fire Name,Fire_ID,Fire_SegID,Site Name,ObservationDate_mmddyyyy,ObservationLatitude_DD,ObservationLongitude_DD,DebrisFlowResponse,SourceOfObservation,StormDate_mmddyyyy,GaugeName,GaugeLatitude_DD,GaugeLongitude_DD,GaugeDist_km,StormAccum_mm,StormDuration_hr,Peak_I15_mm/h,Peak_I30_mm/h,Peak_I60_mm/h,Peak_I15_in in 15min,Peak_I30_in in 30min,Peak_I60_in in 60min
828,2020,CO,Grizzly Creek Fire,grz2020,grz2020_5872,124.48,9012021,39.580585,-107.203615,0,,9012021,East Fork Deadhorse,39.628533,-107.197311,5.35,17.189,23.732,10.16,8.128,6.858,0.1,0.16,0.27
829,2020,CO,Grizzly Creek Fire,grz2020,no segment available,124.6,9012021,39.577953,-107.204888,0,,9012021,Deadmans,39.542664,-107.201314,3.93,21.387,41.225,7.12,6.608,5.336,0.07007874,0.13007874,0.21007874
830,2020,CO,Grizzly Creek Fire,grz2020,grz2020_4984,125.14,9012021,39.587694,-107.194739,0,,9012021,East Fork Deadhorse,39.628533,-107.197311,4.54,17.189,23.732,10.16,8.128,6.858,0.1,0.16,0.27
832,2020,CO,Grizzly Creek Fire,grz2020,grz2020_4083,126.0,9012021,39.593441,-107.177952,0,,9012021,East Fork Deadhorse,39.628533,-107.197311,4.24,17.189,23.732,10.16,8.128,6.858,0.1,0.16,0.27
834,2020,CO,Grizzly Creek Fire,grz2020,no segment available,126.64,9012021,39.599788,-107.171554,0,,9012021,East Fork Deadhorse,39.628533,-107.197311,3.89,17.189,23.732,10.16,8.128,6.858,0.1,0.16,0.27
835,2020,CO,Grizzly Creek Fire,grz2020,no segment available,126.82,9012021,39.567466,-107.229297,0,,9012021,East Fork Deadhorse,39.628533,-107.197311,3.95,17.189,23.732,10.16,8.128,6.858,0.1,0.16,0.27
836,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2970,127.0,9012021,39.60235705,-107.1631228,0,,9012021,East Fork Deadhorse,39.628533,-107.197311,4.05,17.189,23.732,10.16,8.128,6.858,0.1,0.16,0.27
837,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2703,127.3,9012021,39.603097,-107.159339,0,,9012021,East Fork Deadhorse,39.628533,-107.197311,4.32,17.189,23.732,10.16,8.128,6.858,0.1,0.16,0.27
838,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2213,127.8,9012021,39.6085,-107.1543,0,,9012021,East Fork Deadhorse,39.628533,-107.197311,4.29,17.189,23.732,10.16,8.128,6.858,0.1,0.16,0.27
839,2020,CO,Grizzly Creek Fire,grz2020,no segment available,127.85,9012021,39.608744,-107.153603,0,,9012021,East Fork Deadhorse,39.628533,-107.197311,4.34,17.189,23.732,10.16,8.128,6.858,0.1,0.16,0.27
840,2020,CO,Grizzly Creek Fire,grz2020,no segment available,127.9,9012021,39.609181,-107.152192,0,,9012021,East Fork Deadhorse,39.628533,-107.197311,4.43,17.189,23.732,10.16,8.128,6.858,0.1,0.16,0.27
841,2020,CO,Grizzly Creek Fire,grz2020,no segment available,128.0,9012021,39.610049,-107.148402,0,,9012021,East Fork Deadhorse,39.628533,-107.197311,4.67,17.189,23.732,10.16,8.128,6.858,0.1,0.16,0.27
842,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2089,128.2,9012021,39.610562,-107.146508,0,,9012021,East Fork Deadhorse,39.628533,-107.197311,4.8,17.189,23.732,10.16,8.128,6.858,0.1,0.16,0.27
843,2020,CO,Grizzly Creek Fire,grz2020,grz2020_1762,128.3,9012021,39.613418,-107.142133,0,,9012021,East Fork Deadhorse,39.628533,-107.197311,5.03,17.189,23.732,10.16,8.128,6.858,0.1,0.16,0.27
845,2020,CO,Grizzly Creek Fire,grz2020,no segment available,129.0,9012021,39.616874,-107.131676,0,,9012021,East Fork Deadhorse,39.628533,-107.197311,5.78,17.189,23.732,10.16,8.128,6.858,0.1,0.16,0.27
846,2020,CO,Grizzly Creek Fire,grz2020,grz2020_1543,129.2,9012021,39.618159,-107.129525,0,,9012021,East Fork Deadhorse,39.628533,-107.197311,6.01,17.189,23.732,10.16,8.128,6.858,0.1,0.16,0.27
852,2020,CO,Grizzly Creek Fire,grz2020,grz2020_6516,123.5,9022021,39.576728,-107.221868,0,,9022021,East Fork Deadhorse,39.628533,-107.197311,6.13,1.183,27.863,5.08,2.54,1.27,0.05,0.05,0.05
854,2020,CO,Grizzly Creek Fire,grz2020,grz2020_5872,124.48,9022021,39.580585,-107.203615,0,,9022021,East Fork Deadhorse,39.628533,-107.197311,5.35,1.183,27.863,5.08,2.54,1.27,0.05,0.05,0.05
856,2020,CO,Grizzly Creek Fire,grz2020,grz2020_4984,125.14,9022021,39.587694,-107.194739,0,,9022021,East Fork Deadhorse,39.628533,-107.197311,4.54,1.183,27.863,5.08,2.54,1.27,0.05,0.05,0.05
858,2020,CO,Grizzly Creek Fire,grz2020,grz2020_4083,126.0,9022021,39.593441,-107.177952,0,,9022021,East Fork Deadhorse,39.628533,-107.197311,4.24,1.183,27.863,5.08,2.54,1.27,0.05,0.05,0.05
860,2020,CO,Grizzly Creek Fire,grz2020,no segment available,126.64,9022021,39.599788,-107.171554,0,,9022021,East Fork Deadhorse,39.628533,-107.197311,3.89,1.183,27.863,5.08,2.54,1.27,0.05,0.05,0.05
861,2020,CO,Grizzly Creek Fire,grz2020,no segment available,126.82,9022021,39.567466,-107.229297,0,,9022021,East Fork Deadhorse,39.628533,-107.197311,3.95,1.183,27.863,5.08,2.54,1.27,0.05,0.05,0.05
862,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2970,127.0,9022021,39.60235705,-107.1631228,0,,9022021,East Fork Deadhorse,39.628533,-107.197311,4.05,1.183,27.863,5.08,2.54,1.27,0.05,0.05,0.05
863,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2703,127.3,9022021,39.603097,-107.159339,0,,9022021,East Fork Deadhorse,39.628533,-107.197311,4.32,1.183,27.863,5.08,2.54,1.27,0.05,0.05,0.05
864,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2213,127.8,9022021,39.6085,-107.1543,0,,9022021,East Fork Deadhorse,39.628533,-107.197311,4.29,1.183,27.863,5.08,2.54,1.27,0.05,0.05,0.05
865,2020,CO,Grizzly Creek Fire,grz2020,no segment available,127.85,9022021,39.608744,-107.153603,0,,9022021,East Fork Deadhorse,39.628533,-107.197311,4.34,1.183,27.863,5.08,2.54,1.27,0.05,0.05,0.05
866,2020,CO,Grizzly Creek Fire,grz2020,no segment available,127.9,9022021,39.609181,-107.152192,0,,9022021,East Fork Deadhorse,39.628533,-107.197311,4.43,1.183,27.863,5.08,2.54,1.27,0.05,0.05,0.05
867,2020,CO,Grizzly Creek Fire,grz2020,no segment available,128.0,9022021,39.610049,-107.148402,0,,9022021,East Fork Deadhorse,39.628533,-107.197311,4.67,1.183,27.863,5.08,2.54,1.27,0.05,0.05,0.05
868,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2089,128.2,9022021,39.610562,-107.146508,0,,9022021,East Fork Deadhorse,39.628533,-107.197311,4.8,1.183,27.863,5.08,2.54,1.27,0.05,0.05,0.05
869,2020,CO,Grizzly Creek Fire,grz2020,grz2020_1762,128.3,9022021,39.613418,-107.142133,0,,9022021,East Fork Deadhorse,39.628533,-107.197311,5.03,1.183,27.863,5.08,2.54,1.27,0.05,0.05,0.05
871,2020,CO,Grizzly Creek Fire,grz2020,no segment available,129.0,9022021,39.616874,-107.131676,0,,9022021,East Fork Deadhorse,39.628533,-107.197311,5.78,1.183,27.863,5.08,2.54,1.27,0.05,0.05,0.05
872,2020,CO,Grizzly Creek Fire,grz2020,grz2020_1543,129.2,9022021,39.618159,-107.129525,0,,9022021,East Fork Deadhorse,39.628533,-107.197311,6.01,1.183,27.863,5.08,2.54,1.27,0.05,0.05,0.05
876,2020,CO,Grizzly Creek Fire,grz2020,grz2020_8292,121.92,9032021,39.559567,-107.239327,0,,9032021,Deadmans,39.542664,-107.201314,3.7,2.295,13.345,4.064,4.064,2.286,0.04,0.08,0.09
877,2020,CO,Grizzly Creek Fire,grz2020,grz2020_7713,122.66,9032021,39.567466,-107.229297,0,,9032021,Deadmans,39.542664,-107.201314,3.6,2.295,13.345,4.064,4.064,2.286,0.04,0.08,0.09
879,2020,CO,Grizzly Creek Fire,grz2020,grz2020_6730,123.99,9032021,39.575775,-107.210453,0,,9032021,Deadmans,39.542664,-107.201314,3.76,2.295,13.345,4.064,4.064,2.286,0.04,0.08,0.09
880,2020,CO,Grizzly Creek Fire,grz2020,grz2020_5872,124.48,9032021,39.580585,-107.203615,0,,9032021,East Fork Deadhorse,39.628533,-107.197311,5.35,6.304,206.89,19.304,11.684,6.35,0.19,0.23,0.25
882,2020,CO,Grizzly Creek Fire,grz2020,grz2020_4984,125.14,9032021,39.587694,-107.194739,0,,9032021,East Fork Deadhorse,39.628533,-107.197311,4.54,6.304,206.89,19.304,11.684,6.35,0.19,0.23,0.25
884,2020,CO,Grizzly Creek Fire,grz2020,grz2020_4083,126.0,9032021,39.593441,-107.177952,0,,9032021,East Fork Deadhorse,39.628533,-107.197311,4.24,6.304,206.89,19.304,11.684,6.35,0.19,0.23,0.25
886,2020,CO,Grizzly Creek Fire,grz2020,no segment available,126.64,9032021,39.599788,-107.171554,0,,9032021,East Fork Deadhorse,39.628533,-107.197311,3.89,6.304,206.89,19.304,11.684,6.35,0.19,0.23,0.25
887,2020,CO,Grizzly Creek Fire,grz2020,no segment available,126.82,9032021,39.567466,-107.229297,0,,9032021,East Fork Deadhorse,39.628533,-107.197311,3.95,6.304,206.89,19.304,11.684,6.35,0.19,0.23,0.25
889,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2703,127.3,9032021,39.603097,-107.159339,0,,9032021,East Fork Deadhorse,39.628533,-107.197311,4.32,6.304,206.89,19.304,11.684,6.35,0.19,0.23,0.25
890,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2213,127.8,9032021,39.6085,-107.1543,0,,9032021,East Fork Deadhorse,39.628533,-107.197311,4.29,6.304,206.89,19.304,11.684,6.35,0.19,0.23,0.25
891,2020,CO,Grizzly Creek Fire,grz2020,no segment available,127.85,9032021,39.608744,-107.153603,0,,9032021,East Fork Deadhorse,39.628533,-107.197311,4.34,6.304,206.89,19.304,11.684,6.35,0.19,0.23,0.25
892,2020,CO,Grizzly Creek Fire,grz2020,no segment available,127.9,9032021,39.609181,-107.152192,0,,9032021,East Fork Deadhorse,39.628533,-107.197311,4.43,6.304,206.89,19.304,11.684,6.35,0.19,0.23,0.25
893,2020,CO,Grizzly Creek Fire,grz2020,no segment available,128.0,9032021,39.610049,-107.148402,0,,9032021,East Fork Deadhorse,39.628533,-107.197311,4.67,6.304,206.89,19.304,11.684,6.35,0.19,0.23,0.25
894,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2089,128.2,9032021,39.610562,-107.146508,0,,9032021,East Fork Deadhorse,39.628533,-107.197311,4.8,6.304,206.89,19.304,11.684,6.35,0.19,0.23,0.25
902,2020,CO,Grizzly Creek Fire,grz2020,grz2020_8292,121.92,9122021,39.559567,-107.239327,0,,9122021,Deadmans,39.542664,-107.201314,3.7,2.295,164.56,4.064,3.048,1.524,0.04,0.06,0.06
903,2020,CO,Grizzly Creek Fire,grz2020,grz2020_7713,122.66,9122021,39.567466,-107.229297,0,,9122021,Deadmans,39.542664,-107.201314,3.6,2.295,164.56,4.064,3.048,1.524,0.04,0.06,0.06
905,2020,CO,Grizzly Creek Fire,grz2020,grz2020_6730,123.99,9122021,39.575775,-107.210453,0,,9122021,Deadmans,39.542664,-107.201314,3.76,2.295,164.56,4.064,3.048,1.524,0.04,0.06,0.06
906,2020,CO,Grizzly Creek Fire,grz2020,grz2020_5872,124.48,9122021,39.580585,-107.203615,0,,9122021,East Fork Deadhorse,39.628533,-107.197311,5.35,3.05,51.51,9.144,5.588,2.794,0.09,0.11,0.11
907,2020,CO,Grizzly Creek Fire,grz2020,no segment available,124.6,9122021,39.577953,-107.204888,0,,9122021,Deadmans,39.542664,-107.201314,3.93,2.295,164.56,4.064,3.048,1.524,0.04,0.06,0.06
908,2020,CO,Grizzly Creek Fire,grz2020,grz2020_4984,125.14,9122021,39.587694,-107.194739,0,,9122021,East Fork Deadhorse,39.628533,-107.197311,4.54,3.05,51.51,9.144,5.588,2.794,0.09,0.11,0.11
910,2020,CO,Grizzly Creek Fire,grz2020,grz2020_4083,126.0,9122021,39.593441,-107.177952,0,,9122021,East Fork Deadhorse,39.628533,-107.197311,4.24,3.05,51.51,9.144,5.588,2.794,0.09,0.11,0.11
912,2020,CO,Grizzly Creek Fire,grz2020,no segment available,126.64,9122021,39.599788,-107.171554,0,,9122021,East Fork Deadhorse,39.628533,-107.197311,3.89,3.05,51.51,9.144,5.588,2.794,0.09,0.11,0.11
913,2020,CO,Grizzly Creek Fire,grz2020,no segment available,126.82,9122021,39.567466,-107.229297,0,,9122021,East Fork Deadhorse,39.628533,-107.197311,3.95,3.05,51.51,9.144,5.588,2.794,0.09,0.11,0.11
914,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2970,127.0,9122021,39.60235705,-107.1631228,0,,9122021,East Fork Deadhorse,39.628533,-107.197311,4.05,3.05,51.51,9.144,5.588,2.794,0.09,0.11,0.11
915,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2703,127.3,9122021,39.603097,-107.159339,0,,9122021,East Fork Deadhorse,39.628533,-107.197311,4.32,3.05,51.51,9.144,5.588,2.794,0.09,0.11,0.11
916,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2213,127.8,9122021,39.6085,-107.1543,0,,9122021,East Fork Deadhorse,39.628533,-107.197311,4.29,3.05,51.51,9.144,5.588,2.794,0.09,0.11,0.11
917,2020,CO,Grizzly Creek Fire,grz2020,no segment available,127.85,9122021,39.608744,-107.153603,0,,9122021,East Fork Deadhorse,39.628533,-107.197311,4.34,3.05,51.51,9.144,5.588,2.794,0.09,0.11,0.11
918,2020,CO,Grizzly Creek Fire,grz2020,no segment available,127.9,9122021,39.609181,-107.152192,0,,9122021,East Fork Deadhorse,39.628533,-107.197311,4.43,3.05,51.51,9.144,5.588,2.794,0.09,0.11,0.11
919,2020,CO,Grizzly Creek Fire,grz2020,no segment available,128.0,9122021,39.610049,-107.148402,0,,9122021,East Fork Deadhorse,39.628533,-107.197311,4.67,3.05,51.51,9.144,5.588,2.794,0.09,0.11,0.11
920,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2089,128.2,9122021,39.610562,-107.146508,0,,9122021,East Fork Deadhorse,39.628533,-107.197311,4.8,3.05,51.51,9.144,5.588,2.794,0.09,0.11,0.11
921,2020,CO,Grizzly Creek Fire,grz2020,grz2020_1762,128.3,9122021,39.613418,-107.142133,0,,9122021,East Fork Deadhorse,39.628533,-107.197311,5.03,3.05,51.51,9.144,5.588,2.794,0.09,0.11,0.11
923,2020,CO,Grizzly Creek Fire,grz2020,no segment available,129.0,9122021,39.616874,-107.131676,0,,9122021,East Fork Deadhorse,39.628533,-107.197311,5.78,3.05,51.51,9.144,5.588,2.794,0.09,0.11,0.11
924,2020,CO,Grizzly Creek Fire,grz2020,grz2020_1543,129.2,9122021,39.618159,-107.129525,0,,9122021,East Fork Deadhorse,39.628533,-107.197311,6.01,3.05,51.51,9.144,5.588,2.794,0.09,0.11,0.11
930,2020,CO,Grizzly Creek Fire,grz2020,grz2020_6516,123.5,9142021,39.576728,-107.221868,0,,9142021,East Fork Deadhorse,39.628533,-107.197311,6.13,0.255,102.595,1.016,0.508,0.254,0.01,0.01,0.01
932,2020,CO,Grizzly Creek Fire,grz2020,grz2020_5872,124.48,9142021,39.580585,-107.203615,0,,9142021,East Fork Deadhorse,39.628533,-107.197311,5.35,0.255,102.595,1.016,0.508,0.254,0.01,0.01,0.01
934,2020,CO,Grizzly Creek Fire,grz2020,grz2020_4984,125.14,9142021,39.587694,-107.194739,0,,9142021,East Fork Deadhorse,39.628533,-107.197311,4.54,0.255,102.595,1.016,0.508,0.254,0.01,0.01,0.01
936,2020,CO,Grizzly Creek Fire,grz2020,grz2020_4083,126.0,9142021,39.593441,-107.177952,0,,9142021,East Fork Deadhorse,39.628533,-107.197311,4.24,0.255,102.595,1.016,0.508,0.254,0.01,0.01,0.01
938,2020,CO,Grizzly Creek Fire,grz2020,no segment available,126.64,9142021,39.599788,-107.171554,0,,9142021,East Fork Deadhorse,39.628533,-107.197311,3.89,0.255,102.595,1.016,0.508,0.254,0.01,0.01,0.01
939,2020,CO,Grizzly Creek Fire,grz2020,no segment available,126.82,9142021,39.567466,-107.229297,0,,9142021,East Fork Deadhorse,39.628533,-107.197311,3.95,0.255,102.595,1.016,0.508,0.254,0.01,0.01,0.01
940,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2970,127.0,9142021,39.60235705,-107.1631228,0,,9142021,East Fork Deadhorse,39.628533,-107.197311,4.05,0.255,102.595,1.016,0.508,0.254,0.01,0.01,0.01
941,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2703,127.3,9142021,39.603097,-107.159339,0,,9142021,East Fork Deadhorse,39.628533,-107.197311,4.32,0.255,102.595,1.016,0.508,0.254,0.01,0.01,0.01
942,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2213,127.8,9142021,39.6085,-107.1543,0,,9142021,East Fork Deadhorse,39.628533,-107.197311,4.29,0.255,102.595,1.016,0.508,0.254,0.01,0.01,0.01
943,2020,CO,Grizzly Creek Fire,grz2020,no segment available,127.85,9142021,39.608744,-107.153603,0,,9142021,East Fork Deadhorse,39.628533,-107.197311,4.34,0.255,102.595,1.016,0.508,0.254,0.01,0.01,0.01
944,2020,CO,Grizzly Creek Fire,grz2020,no segment available,127.9,9142021,39.609181,-107.152192,0,,9142021,East Fork Deadhorse,39.628533,-107.197311,4.43,0.255,102.595,1.016,0.508,0.254,0.01,0.01,0.01
945,2020,CO,Grizzly Creek Fire,grz2020,no segment available,128.0,9142021,39.610049,-107.148402,0,,9142021,East Fork Deadhorse,39.628533,-107.197311,4.67,0.255,102.595,1.016,0.508,0.254,0.01,0.01,0.01
946,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2089,128.2,9142021,39.610562,-107.146508,0,,9142021,East Fork Deadhorse,39.628533,-107.197311,4.8,0.255,102.595,1.016,0.508,0.254,0.01,0.01,0.01
954,2020,CO,Grizzly Creek Fire,grz2020,grz2020_8292,121.92,9182021,39.559567,-107.239327,0,,9182021,Deadmans,39.542664,-107.201314,3.7,11.95,18.87,13.005,10.973,8.382,0.128001969,0.216003937,0.33
955,2020,CO,Grizzly Creek Fire,grz2020,grz2020_7713,122.66,9182021,39.567466,-107.229297,0,,9182021,Deadmans,39.542664,-107.201314,3.6,11.95,18.87,13.005,10.973,8.382,0.128001969,0.216003937,0.33
956,2020,CO,Grizzly Creek Fire,grz2020,grz2020_6516,123.5,9182021,39.576728,-107.221868,0,,9182021,East Fork Deadhorse,39.628533,-107.197311,6.13,11.541,26.605,10.16,8.636,6.35,0.1,0.17,0.25
957,2020,CO,Grizzly Creek Fire,grz2020,grz2020_6730,123.99,9182021,39.575775,-107.210453,0,,9182021,Deadmans,39.542664,-107.201314,3.76,11.95,18.87,13.005,10.973,8.382,0.128001969,0.216003937,0.33
958,2020,CO,Grizzly Creek Fire,grz2020,grz2020_5872,124.48,9182021,39.580585,-107.203615,0,,9182021,East Fork Deadhorse,39.628533,-107.197311,5.35,11.541,26.605,10.16,8.636,6.35,0.1,0.17,0.25
959,2020,CO,Grizzly Creek Fire,grz2020,no segment available,124.6,9182021,39.577953,-107.204888,0,,9182021,Deadmans,39.542664,-107.201314,3.93,11.95,18.87,13.005,10.973,8.382,0.128001969,0.216003937,0.33
960,2020,CO,Grizzly Creek Fire,grz2020,grz2020_4984,125.14,9182021,39.587694,-107.194739,0,,9182021,East Fork Deadhorse,39.628533,-107.197311,4.54,11.541,26.605,10.16,8.636,6.35,0.1,0.17,0.25
962,2020,CO,Grizzly Creek Fire,grz2020,grz2020_4083,126.0,9182021,39.593441,-107.177952,0,,9182021,East Fork Deadhorse,39.628533,-107.197311,4.24,11.541,26.605,10.16,8.636,6.35,0.1,0.17,0.25
964,2020,CO,Grizzly Creek Fire,grz2020,no segment available,126.64,9182021,39.599788,-107.171554,0,,9182021,East Fork Deadhorse,39.628533,-107.197311,3.89,11.541,26.605,10.16,8.636,6.35,0.1,0.17,0.25
965,2020,CO,Grizzly Creek Fire,grz2020,no segment available,126.82,9182021,39.567466,-107.229297,0,,9182021,East Fork Deadhorse,39.628533,-107.197311,3.95,11.541,26.605,10.16,8.636,6.35,0.1,0.17,0.25
966,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2970,127.0,9182021,39.60235705,-107.1631228,0,,9182021,East Fork Deadhorse,39.628533,-107.197311,4.05,11.541,26.605,10.16,8.636,6.35,0.1,0.17,0.25
967,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2703,127.3,9182021,39.603097,-107.159339,0,,9182021,East Fork Deadhorse,39.628533,-107.197311,4.32,11.541,26.605,10.16,8.636,6.35,0.1,0.17,0.25
968,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2213,127.8,9182021,39.6085,-107.1543,0,,9182021,East Fork Deadhorse,39.628533,-107.197311,4.29,11.541,26.605,10.16,8.636,6.35,0.1,0.17,0.25
969,2020,CO,Grizzly Creek Fire,grz2020,no segment available,127.85,9182021,39.608744,-107.153603,0,,9182021,East Fork Deadhorse,39.628533,-107.197311,4.34,11.541,26.605,10.16,8.636,6.35,0.1,0.17,0.25
970,2020,CO,Grizzly Creek Fire,grz2020,no segment available,127.9,9182021,39.609181,-107.152192,0,,9182021,East Fork Deadhorse,39.628533,-107.197311,4.43,11.541,26.605,10.16,8.636,6.35,0.1,0.17,0.25
971,2020,CO,Grizzly Creek Fire,grz2020,no segment available,128.0,9182021,39.610049,-107.148402,0,,9182021,East Fork Deadhorse,39.628533,-107.197311,4.67,11.541,26.605,10.16,8.636,6.35,0.1,0.17,0.25
972,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2089,128.2,9182021,39.610562,-107.146508,0,,9182021,East Fork Deadhorse,39.628533,-107.197311,4.8,11.541,26.605,10.16,8.636,6.35,0.1,0.17,0.25
973,2020,CO,Grizzly Creek Fire,grz2020,grz2020_1762,128.3,9182021,39.613418,-107.142133,0,,9182021,East Fork Deadhorse,39.628533,-107.197311,5.03,11.541,26.605,10.16,8.636,6.35,0.1,0.17,0.25
975,2020,CO,Grizzly Creek Fire,grz2020,no segment available,129.0,9182021,39.616874,-107.131676,0,,9182021,East Fork Deadhorse,39.628533,-107.197311,5.78,11.541,26.605,10.16,8.636,6.35,0.1,0.17,0.25
976,2020,CO,Grizzly Creek Fire,grz2020,grz2020_1543,129.2,9182021,39.618159,-107.129525,0,,9182021,East Fork Deadhorse,39.628533,-107.197311,6.01,11.541,26.605,10.16,8.636,6.35,0.1,0.17,0.25
980,2020,CO,Grizzly Creek Fire,grz2020,grz2020_8292,121.92,9192021,39.559567,-107.239327,0,,9192021,Deadmans,39.542664,-107.201314,3.7,0.255,10.03,1.016,0.508,0.254,0.01,0.01,0.01
981,2020,CO,Grizzly Creek Fire,grz2020,grz2020_7713,122.66,9192021,39.567466,-107.229297,0,,9192021,Deadmans,39.542664,-107.201314,3.6,0.255,10.03,1.016,0.508,0.254,0.01,0.01,0.01
982,2020,CO,Grizzly Creek Fire,grz2020,grz2020_6516,123.5,9192021,39.576728,-107.221868,0,,9192021,East Fork Deadhorse,39.628533,-107.197311,6.13,9.063,210.375,12.192,8.128,4.318,0.12,0.16,0.17
983,2020,CO,Grizzly Creek Fire,grz2020,grz2020_6730,123.99,9192021,39.575775,-107.210453,0,,9192021,Deadmans,39.542664,-107.201314,3.76,0.255,10.03,1.016,0.508,0.254,0.01,0.01,0.01
984,2020,CO,Grizzly Creek Fire,grz2020,grz2020_5872,124.48,9192021,39.580585,-107.203615,0,,9192021,East Fork Deadhorse,39.628533,-107.197311,5.35,9.063,210.375,12.192,8.128,4.318,0.12,0.16,0.17
985,2020,CO,Grizzly Creek Fire,grz2020,no segment available,124.6,9192021,39.577953,-107.204888,0,,9192021,Deadmans,39.542664,-107.201314,3.93,0.255,10.03,1.016,0.508,0.254,0.01,0.01,0.01
986,2020,CO,Grizzly Creek Fire,grz2020,grz2020_4984,125.14,9192021,39.587694,-107.194739,0,,9192021,East Fork Deadhorse,39.628533,-107.197311,4.54,9.063,210.375,12.192,8.128,4.318,0.12,0.16,0.17
988,2020,CO,Grizzly Creek Fire,grz2020,grz2020_4083,126.0,9192021,39.593441,-107.177952,0,,9192021,East Fork Deadhorse,39.628533,-107.197311,4.24,9.063,210.375,12.192,8.128,4.318,0.12,0.16,0.17
990,2020,CO,Grizzly Creek Fire,grz2020,no segment available,126.64,9192021,39.599788,-107.171554,0,,9192021,East Fork Deadhorse,39.628533,-107.197311,3.89,9.063,210.375,12.192,8.128,4.318,0.12,0.16,0.17
991,2020,CO,Grizzly Creek Fire,grz2020,no segment available,126.82,9192021,39.567466,-107.229297,0,,9192021,East Fork Deadhorse,39.628533,-107.197311,3.95,9.063,210.375,12.192,8.128,4.318,0.12,0.16,0.17
992,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2970,127.0,9192021,39.60235705,-107.1631228,0,,9192021,East Fork Deadhorse,39.628533,-107.197311,4.05,9.063,210.375,12.192,8.128,4.318,0.12,0.16,0.17
993,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2703,127.3,9192021,39.603097,-107.159339,0,,9192021,East Fork Deadhorse,39.628533,-107.197311,4.32,9.063,210.375,12.192,8.128,4.318,0.12,0.16,0.17
994,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2213,127.8,9192021,39.6085,-107.1543,0,,9192021,East Fork Deadhorse,39.628533,-107.197311,4.29,9.063,210.375,12.192,8.128,4.318,0.12,0.16,0.17
995,2020,CO,Grizzly Creek Fire,grz2020,no segment available,127.85,9192021,39.608744,-107.153603,0,,9192021,East Fork Deadhorse,39.628533,-107.197311,4.34,9.063,210.375,12.192,8.128,4.318,0.12,0.16,0.17
996,2020,CO,Grizzly Creek Fire,grz2020,no segment available,127.9,9192021,39.609181,-107.152192,0,,9192021,East Fork Deadhorse,39.628533,-107.197311,4.43,9.063,210.375,12.192,8.128,4.318,0.12,0.16,0.17
997,2020,CO,Grizzly Creek Fire,grz2020,no segment available,128.0,9192021,39.610049,-107.148402,0,,9192021,East Fork Deadhorse,39.628533,-107.197311,4.67,9.063,210.375,12.192,8.128,4.318,0.12,0.16,0.17
998,2020,CO,Grizzly Creek Fire,grz2020,grz2020_2089,128.2,9192021,39.610562,-107.146508,0,,9192021,East Fork Deadhorse,39.628533,-107.197311,4.8,9.063,210.375,12.192,8.128,4.318,0.12,0.16,0.17
999,2020,CO,Grizzly Creek Fire,grz2020,grz2020_1762,128.3,9192021,39.613418,-107.142133,0,,9192021,East Fork Deadhorse,39.628533,-107.197311,5.03,9.063,210.375,12.192,8.128,4.318,0.12,0.16,0.17
1001,2020,CO,Grizzly Creek Fire,grz2020,no segment available,129.0,9192021,39.616874,-107.131676,0,,9192021,East Fork Deadhorse,39.628533,-107.197311,5.78,9.063,210.375,12.192,8.128,4.318,0.12,0.16,0.17
1002,2020,CO,Grizzly Creek Fire,grz2020,grz2020_1543,129.2,9192021,39.618159,-107.129525,0,,9192021,East Fork Deadhorse,39.628533,-107.197311,6.01,9.063,210.375,12.192,8.128,4.318,0.12,0.16,0.17
1006,2020,CO,Grizzly Creek Fire,grz2020,grz2020_8292,121.92,9202021,39.559567,-107.239327,0,,9202021,Deadmans,39.542664,-107.201314,3.7,0.51,200.345,1.016,0.508,0.254,0.01,0.01,0.01
