sim_day_index,year,month,day_of_month,julian,disturbed_class,area_m2,peakro_area_weighted_mean,peakro_max,runvol_sum_m3,runoff_area_weighted_mean,date,classification,landuse_group,severity_group,flash_index,teff_proxy
10505,2008,10,4,278,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2008-10-04,"('forest', 'moderate')",forest,moderate,,
10533,2008,11,1,306,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2008-11-01,"('forest', 'moderate')",forest,moderate,,
10536,2008,11,4,309,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2008-11-04,"('forest', 'moderate')",forest,moderate,,
10558,2008,11,26,331,forest moderate sev fire,26096.580000000024,0.008359304494382014,0.21004,1246.8870000000002,0.0004380415730337074,2008-11-26,"('forest', 'moderate')",forest,moderate,19.083358770010545,0.052401676877316686
10577,2008,12,15,350,forest moderate sev fire,26096.580000000024,0.3769428067415725,2.7558,50313.73050000003,0.015757187640449418,2008-12-15,"('forest', 'moderate')",forest,moderate,23.921959637895228,0.04180259540342511
10579,2008,12,17,352,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2008-12-17,"('forest', 'moderate')",forest,moderate,,
10584,2008,12,22,357,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2008-12-22,"('forest', 'moderate')",forest,moderate,,
10587,2008,12,25,360,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2008-12-25,"('forest', 'moderate')",forest,moderate,,
10615,2009,1,22,22,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2009-01-22,"('forest', 'moderate')",forest,moderate,,
10616,2009,1,23,23,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2009-01-23,"('forest', 'moderate')",forest,moderate,,
10617,2009,1,24,24,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2009-01-24,"('forest', 'moderate')",forest,moderate,,
10629,2009,2,5,36,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2009-02-05,"('forest', 'moderate')",forest,moderate,,
10630,2009,2,6,37,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2009-02-06,"('forest', 'moderate')",forest,moderate,,
10631,2009,2,7,38,forest moderate sev fire,26096.580000000024,0.00184126235955056,0.10316,826.08,0.00015583820224719083,2009-02-07,"('forest', 'moderate')",forest,moderate,11.815218175001444,0.08463660892151725
10633,2009,2,9,40,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2009-02-09,"('forest', 'moderate')",forest,moderate,,
10637,2009,2,13,44,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2009-02-13,"('forest', 'moderate')",forest,moderate,,
10640,2009,2,16,47,forest moderate sev fire,26096.580000000024,0.22087458966292114,1.2319,42769.14999999999,0.014481643820224708,2009-02-16,"('forest', 'moderate')",forest,moderate,15.252038539606472,0.06556500610742633
10641,2009,2,17,48,forest moderate sev fire,26096.580000000024,0.0021822404494382004,0.042588,3915.4710000000005,0.0008454741573033699,2009-02-17,"('forest', 'moderate')",forest,moderate,2.5810847446815304,0.3874340050478994
10656,2009,3,4,63,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2009-03-04,"('forest', 'moderate')",forest,moderate,,
10749,2009,6,5,156,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2009-06-05,"('forest', 'moderate')",forest,moderate,,
10879,2009,10,13,286,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2009-10-13,"('forest', 'moderate')",forest,moderate,,
10880,2009,10,14,287,forest moderate sev fire,26096.580000000024,0.5561960337078645,3.8442,62458.75760000002,0.019909377528089866,2009-10-14,"('forest', 'moderate')",forest,moderate,27.93638489817852,0.03579561219695255
10934,2009,12,7,341,forest moderate sev fire,26096.580000000024,0.001164164044943819,0.05169,103.807,9.796179775280889e-05,2009-12-07,"('forest', 'moderate')",forest,moderate,11.883857500057347,0.08414776094337839
10938,2009,12,11,345,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2009-12-11,"('forest', 'moderate')",forest,moderate,,
10939,2009,12,12,346,forest moderate sev fire,26096.580000000024,0.1576362640449437,0.69281,33446.40649999998,0.012179255056179769,2009-12-12,"('forest', 'moderate')",forest,moderate,12.943013617648058,0.07726175908804422
10940,2009,12,13,347,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2009-12-13,"('forest', 'moderate')",forest,moderate,,
10957,2009,12,30,364,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2009-12-30,"('forest', 'moderate')",forest,moderate,,
10970,2010,1,12,12,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2010-01-12,"('forest', 'moderate')",forest,moderate,,
10971,2010,1,13,13,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2010-01-13,"('forest', 'moderate')",forest,moderate,,
10975,2010,1,17,17,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2010-01-17,"('forest', 'moderate')",forest,moderate,,
10976,2010,1,18,18,forest moderate sev fire,26096.580000000024,0.0023631549325842677,0.037197,5527.221399999999,0.002161533707865166,2010-01-18,"('forest', 'moderate')",forest,moderate,1.0932769283150492,0.9146813347110443
10977,2010,1,19,19,forest moderate sev fire,26096.580000000024,0.0024433687640449415,0.041189,2348.5614,0.0007304393258426959,2010-01-19,"('forest', 'moderate')",forest,moderate,3.3450673828740904,0.29894764007438246
10978,2010,1,20,20,forest moderate sev fire,26096.580000000024,0.23265174943820188,1.0564,48811.44359999996,0.016480399999999985,2010-01-20,"('forest', 'moderate')",forest,moderate,14.1168751631151,0.07083720642460757
10979,2010,1,21,21,forest moderate sev fire,26096.580000000024,0.13612624044943802,1.0455,23807.81950000001,0.007159037078651682,2010-01-21,"('forest', 'moderate')",forest,moderate,19.014601957485006,0.05259116137355454
10980,2010,1,22,22,forest moderate sev fire,26096.580000000024,0.014624755056179758,0.20596,6779.027000000001,0.0017170775280898859,2010-01-22,"('forest', 'moderate')",forest,moderate,8.517236302340205,0.11740897686791184
10994,2010,2,5,36,forest moderate sev fire,26096.580000000024,0.002089590112359548,0.039612,3615.3282000000004,0.0013380741573033694,2010-02-05,"('forest', 'moderate')",forest,moderate,1.561639989050169,0.6403524544784657
10995,2010,2,6,37,forest moderate sev fire,26096.580000000024,0.27043128089887614,1.2051,57752.619,0.019655389887640422,2010-02-06,"('forest', 'moderate')",forest,moderate,13.758632234964061,0.07268164327110617
10998,2010,2,9,40,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2010-02-09,"('forest', 'moderate')",forest,moderate,,
11008,2010,2,19,50,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2010-02-19,"('forest', 'moderate')",forest,moderate,,
11015,2010,2,26,57,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2010-02-26,"('forest', 'moderate')",forest,moderate,,
11016,2010,2,27,58,forest moderate sev fire,26096.580000000024,0.003150889213483143,0.045579,5249.650100000001,0.0021355325842696603,2010-02-27,"('forest', 'moderate')",forest,moderate,1.4754582705469366,0.6777555285445727
11023,2010,3,6,65,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2010-03-06,"('forest', 'moderate')",forest,moderate,,
11052,2010,4,4,94,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2010-04-04,"('forest', 'moderate')",forest,moderate,,
11053,2010,4,5,95,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2010-04-05,"('forest', 'moderate')",forest,moderate,,
11059,2010,4,11,101,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2010-04-11,"('forest', 'moderate')",forest,moderate,,
11068,2010,4,20,110,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2010-04-20,"('forest', 'moderate')",forest,moderate,,
11236,2010,10,5,278,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2010-10-05,"('forest', 'moderate')",forest,moderate,,
11237,2010,10,6,279,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2010-10-06,"('forest', 'moderate')",forest,moderate,,
11238,2010,10,7,280,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2010-10-07,"('forest', 'moderate')",forest,moderate,,
11250,2010,10,19,292,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2010-10-19,"('forest', 'moderate')",forest,moderate,,
11260,2010,10,29,302,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2010-10-29,"('forest', 'moderate')",forest,moderate,,
11261,2010,10,30,303,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2010-10-30,"('forest', 'moderate')",forest,moderate,,
11281,2010,11,19,323,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2010-11-19,"('forest', 'moderate')",forest,moderate,,
11282,2010,11,20,324,forest moderate sev fire,26096.580000000024,3.6134831460674125e-05,0.003216,2.8657,1.1925842696629202e-05,2010-11-20,"('forest', 'moderate')",forest,moderate,3.0299604296212554,0.33003731343283577
11283,2010,11,21,325,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2010-11-21,"('forest', 'moderate')",forest,moderate,,
11297,2010,12,5,339,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2010-12-05,"('forest', 'moderate')",forest,moderate,,
11309,2010,12,17,351,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2010-12-17,"('forest', 'moderate')",forest,moderate,,
11310,2010,12,18,352,forest moderate sev fire,26096.580000000024,0.2854961707865165,1.1381,84400.462,0.02977340449438199,2010-12-18,"('forest', 'moderate')",forest,moderate,9.58896624806167,0.10428652830039335
11311,2010,12,19,353,forest moderate sev fire,26096.580000000024,1.0560811797752798,4.7839,144877.14799999996,0.0497910674157303,2010-12-19,"('forest', 'moderate')",forest,moderate,21.210253858539218,0.04714700760629517
11312,2010,12,20,354,forest moderate sev fire,26096.580000000024,0.28602466966292117,1.0606,47175.073,0.015965885393258415,2010-12-20,"('forest', 'moderate')",forest,moderate,17.914738996165845,0.05581995920867295
11313,2010,12,21,355,forest moderate sev fire,26096.580000000024,0.08281082999999992,0.54472,16610.1837,0.005278124719101121,2010-12-21,"('forest', 'moderate')",forest,moderate,15.68944168755884,0.0637371309900061
11314,2010,12,22,356,forest moderate sev fire,26096.580000000024,0.15696944831460655,0.81178,22132.777000000002,0.007628530337078647,2010-12-22,"('forest', 'moderate')",forest,moderate,20.57663027852861,0.04859882237586221
11317,2010,12,25,359,forest moderate sev fire,26096.580000000024,0.0016929202247190993,0.056856,1952.679,0.00041834269662921307,2010-12-25,"('forest', 'moderate')",forest,moderate,4.046730678842409,0.24711305974185954
11320,2010,12,28,362,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2010-12-28,"('forest', 'moderate')",forest,moderate,,
11321,2010,12,29,363,forest moderate sev fire,26096.580000000024,0.009256649438202237,0.22158,2829.2619999999997,0.000635771910112359,2010-12-29,"('forest', 'moderate')",forest,moderate,14.55970182225623,0.06868272525137716
11325,2011,1,2,2,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2011-01-02,"('forest', 'moderate')",forest,moderate,,
11370,2011,2,16,47,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2011-02-16,"('forest', 'moderate')",forest,moderate,,
11372,2011,2,18,49,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2011-02-18,"('forest', 'moderate')",forest,moderate,,
11373,2011,2,19,50,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2011-02-19,"('forest', 'moderate')",forest,moderate,,
11374,2011,2,20,51,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2011-02-20,"('forest', 'moderate')",forest,moderate,,
11379,2011,2,25,56,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2011-02-25,"('forest', 'moderate')",forest,moderate,,
11380,2011,2,26,57,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2011-02-26,"('forest', 'moderate')",forest,moderate,,
11385,2011,3,3,62,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2011-03-03,"('forest', 'moderate')",forest,moderate,,
11402,2011,3,20,79,forest moderate sev fire,26096.580000000024,0.33114773258426927,1.3684,62350.007,0.02173717977528088,2011-03-20,"('forest', 'moderate')",forest,moderate,15.23416266542748,0.06564194054914534
11403,2011,3,21,80,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2011-03-21,"('forest', 'moderate')",forest,moderate,,
11405,2011,3,23,82,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2011-03-23,"('forest', 'moderate')",forest,moderate,,
11407,2011,3,25,84,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2011-03-25,"('forest', 'moderate')",forest,moderate,,
11409,2011,3,27,86,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2011-03-27,"('forest', 'moderate')",forest,moderate,,
11460,2011,5,17,137,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2011-05-17,"('forest', 'moderate')",forest,moderate,,
11461,2011,5,18,138,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2011-05-18,"('forest', 'moderate')",forest,moderate,,
11601,2011,10,5,278,forest moderate sev fire,26096.580000000024,0.021264853932584246,0.32357,3198.1019999999994,0.000856061797752808,2011-10-05,"('forest', 'moderate')",forest,moderate,24.840325766673885,0.04025712099724608
11631,2011,11,4,308,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2011-11-04,"('forest', 'moderate')",forest,moderate,,
11633,2011,11,6,310,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2011-11-06,"('forest', 'moderate')",forest,moderate,,
11639,2011,11,12,316,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2011-11-12,"('forest', 'moderate')",forest,moderate,,
11647,2011,11,20,324,forest moderate sev fire,26096.580000000024,0.000774635955056179,0.026426,70.58959999999999,8.50247191011235e-05,2011-11-20,"('forest', 'moderate')",forest,moderate,9.110714663283646,0.10976087353827677
11648,2011,11,21,325,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2011-11-21,"('forest', 'moderate')",forest,moderate,,
11669,2011,12,12,346,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2011-12-12,"('forest', 'moderate')",forest,moderate,,
11670,2011,12,13,347,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2011-12-13,"('forest', 'moderate')",forest,moderate,,
11709,2012,1,21,21,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2012-01-21,"('forest', 'moderate')",forest,moderate,,
11711,2012,1,23,23,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2012-01-23,"('forest', 'moderate')",forest,moderate,,
11734,2012,2,15,46,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2012-02-15,"('forest', 'moderate')",forest,moderate,,
11765,2012,3,17,77,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2012-03-17,"('forest', 'moderate')",forest,moderate,,
11766,2012,3,18,78,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2012-03-18,"('forest', 'moderate')",forest,moderate,,
11773,2012,3,25,85,forest moderate sev fire,26096.580000000024,0.022809753932584245,0.41628,2169.1789,0.00060759213483146,2012-03-25,"('forest', 'moderate')",forest,moderate,37.54122646586175,0.026637382263186148
11774,2012,3,26,86,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2012-03-26,"('forest', 'moderate')",forest,moderate,,
11790,2012,4,11,102,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2012-04-11,"('forest', 'moderate')",forest,moderate,,
11792,2012,4,13,104,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2012-04-13,"('forest', 'moderate')",forest,moderate,,
11805,2012,4,26,117,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2012-04-26,"('forest', 'moderate')",forest,moderate,,
11973,2012,10,11,285,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2012-10-11,"('forest', 'moderate')",forest,moderate,,
12001,2012,11,8,313,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2012-11-08,"('forest', 'moderate')",forest,moderate,,
12009,2012,11,16,321,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2012-11-16,"('forest', 'moderate')",forest,moderate,,
12010,2012,11,17,322,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2012-11-17,"('forest', 'moderate')",forest,moderate,,
12022,2012,11,29,334,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2012-11-29,"('forest', 'moderate')",forest,moderate,,
12023,2012,11,30,335,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2012-11-30,"('forest', 'moderate')",forest,moderate,,
12025,2012,12,2,337,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2012-12-02,"('forest', 'moderate')",forest,moderate,,
12026,2012,12,3,338,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2012-12-03,"('forest', 'moderate')",forest,moderate,,
12036,2012,12,13,348,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2012-12-13,"('forest', 'moderate')",forest,moderate,,
12041,2012,12,18,353,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2012-12-18,"('forest', 'moderate')",forest,moderate,,
12047,2012,12,24,359,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2012-12-24,"('forest', 'moderate')",forest,moderate,,
12049,2012,12,26,361,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2012-12-26,"('forest', 'moderate')",forest,moderate,,
12052,2012,12,29,364,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2012-12-29,"('forest', 'moderate')",forest,moderate,,
12078,2013,1,24,24,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2013-01-24,"('forest', 'moderate')",forest,moderate,,
12079,2013,1,25,25,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2013-01-25,"('forest', 'moderate')",forest,moderate,,
12080,2013,1,26,26,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2013-01-26,"('forest', 'moderate')",forest,moderate,,
12105,2013,2,20,51,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2013-02-20,"('forest', 'moderate')",forest,moderate,,
12121,2013,3,8,67,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2013-03-08,"('forest', 'moderate')",forest,moderate,,
12144,2013,3,31,90,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2013-03-31,"('forest', 'moderate')",forest,moderate,,
12180,2013,5,6,126,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2013-05-06,"('forest', 'moderate')",forest,moderate,,
12336,2013,10,9,282,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2013-10-09,"('forest', 'moderate')",forest,moderate,,
12379,2013,11,21,325,forest moderate sev fire,26096.580000000024,8.320337078651677e-05,0.0074051,4.2546,1.7706741573033693e-05,2013-11-21,"('forest', 'moderate')",forest,moderate,4.6989656704105585,0.21281279118445398
12387,2013,11,29,333,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2013-11-29,"('forest', 'moderate')",forest,moderate,,
12395,2013,12,7,341,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2013-12-07,"('forest', 'moderate')",forest,moderate,,
12407,2013,12,19,353,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2013-12-19,"('forest', 'moderate')",forest,moderate,,
12456,2014,2,6,37,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2014-02-06,"('forest', 'moderate')",forest,moderate,,
12476,2014,2,26,57,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2014-02-26,"('forest', 'moderate')",forest,moderate,,
12477,2014,2,27,58,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2014-02-27,"('forest', 'moderate')",forest,moderate,,
12478,2014,2,28,59,forest moderate sev fire,26096.580000000024,0.5926110561797746,2.843,117581.08,0.04039507865168534,2014-02-28,"('forest', 'moderate')",forest,moderate,14.670377579647319,0.06816457140048882
12479,2014,3,1,60,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2014-03-01,"('forest', 'moderate')",forest,moderate,,
12510,2014,4,1,91,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2014-04-01,"('forest', 'moderate')",forest,moderate,,
12723,2014,10,31,304,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2014-10-31,"('forest', 'moderate')",forest,moderate,,
12724,2014,11,1,305,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2014-11-01,"('forest', 'moderate')",forest,moderate,,
12753,2014,11,30,334,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2014-11-30,"('forest', 'moderate')",forest,moderate,,
12755,2014,12,2,336,forest moderate sev fire,26096.580000000024,0.01680977988764043,0.2061,9756.466599999998,0.0038823303370786474,2014-12-02,"('forest', 'moderate')",forest,moderate,4.329816998594033,0.2309566432772372
12756,2014,12,3,337,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2014-12-03,"('forest', 'moderate')",forest,moderate,,
12764,2014,12,11,345,forest moderate sev fire,26096.580000000024,0.004012484269662917,0.085402,410.16420000000005,0.00019632134831460652,2014-12-11,"('forest', 'moderate')",forest,moderate,20.438349186726647,0.04892763064491694
12765,2014,12,12,346,forest moderate sev fire,26096.580000000024,4.2195505617977484e-05,0.0037554,87.876,1.1923595505617966e-05,2014-12-12,"('forest', 'moderate')",forest,moderate,3.5388239728609117,0.28257975182404005
12768,2014,12,15,349,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2014-12-15,"('forest', 'moderate')",forest,moderate,,
12769,2014,12,16,350,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2014-12-16,"('forest', 'moderate')",forest,moderate,,
12794,2015,1,10,10,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2015-01-10,"('forest', 'moderate')",forest,moderate,,
12795,2015,1,11,11,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2015-01-11,"('forest', 'moderate')",forest,moderate,,
12810,2015,1,26,26,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2015-01-26,"('forest', 'moderate')",forest,moderate,,
12837,2015,2,22,53,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2015-02-22,"('forest', 'moderate')",forest,moderate,,
12838,2015,2,23,54,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2015-02-23,"('forest', 'moderate')",forest,moderate,,
12843,2015,2,28,59,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2015-02-28,"('forest', 'moderate')",forest,moderate,,
12844,2015,3,1,60,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2015-03-01,"('forest', 'moderate')",forest,moderate,,
12881,2015,4,7,97,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2015-04-07,"('forest', 'moderate')",forest,moderate,,
12918,2015,5,14,134,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2015-05-14,"('forest', 'moderate')",forest,moderate,,
12983,2015,7,18,199,forest moderate sev fire,26096.580000000024,0.0012632561797752797,0.03565,129.601,0.0001164505617977527,2015-07-18,"('forest', 'moderate')",forest,moderate,10.848004168234578,0.09218285543512486
12984,2015,7,19,200,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2015-07-19,"('forest', 'moderate')",forest,moderate,,
13041,2015,9,14,257,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2015-09-14,"('forest', 'moderate')",forest,moderate,,
13042,2015,9,15,258,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2015-09-15,"('forest', 'moderate')",forest,moderate,,
13061,2015,10,4,277,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2015-10-04,"('forest', 'moderate')",forest,moderate,,
13091,2015,11,3,307,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2015-11-03,"('forest', 'moderate')",forest,moderate,,
13131,2015,12,13,347,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2015-12-13,"('forest', 'moderate')",forest,moderate,,
13137,2015,12,19,353,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2015-12-19,"('forest', 'moderate')",forest,moderate,,
13139,2015,12,21,355,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2015-12-21,"('forest', 'moderate')",forest,moderate,,
13153,2016,1,4,4,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2016-01-04,"('forest', 'moderate')",forest,moderate,,
13154,2016,1,5,5,forest moderate sev fire,26096.580000000024,0.05379460224719096,0.9376,8747.612000000001,0.0018872067415730315,2016-01-05,"('forest', 'moderate')",forest,moderate,28.504880287970934,0.0350817119699324
13155,2016,1,6,6,forest moderate sev fire,26096.580000000024,0.15841997685393247,1.1383,22763.390400000015,0.009143366292134823,2016-01-06,"('forest', 'moderate')",forest,moderate,17.32622010234964,0.05771599310713987
13179,2016,1,30,30,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2016-01-30,"('forest', 'moderate')",forest,moderate,,
13180,2016,1,31,31,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2016-01-31,"('forest', 'moderate')",forest,moderate,,
13197,2016,2,17,48,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2016-02-17,"('forest', 'moderate')",forest,moderate,,
13198,2016,2,18,49,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2016-02-18,"('forest', 'moderate')",forest,moderate,,
13214,2016,3,5,65,forest moderate sev fire,26096.580000000024,3.9062921348314563e-05,0.0034766,3.2604,1.3568539325842684e-05,2016-03-05,"('forest', 'moderate')",forest,moderate,2.8789334216628015,0.3473508600356671
13215,2016,3,6,66,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2016-03-06,"('forest', 'moderate')",forest,moderate,,
13216,2016,3,7,67,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2016-03-07,"('forest', 'moderate')",forest,moderate,,
13220,2016,3,11,71,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2016-03-11,"('forest', 'moderate')",forest,moderate,,
13248,2016,4,8,99,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2016-04-08,"('forest', 'moderate')",forest,moderate,,
13249,2016,4,9,100,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2016-04-09,"('forest', 'moderate')",forest,moderate,,
13276,2016,5,6,127,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2016-05-06,"('forest', 'moderate')",forest,moderate,,
13439,2016,10,16,290,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2016-10-16,"('forest', 'moderate')",forest,moderate,,
13474,2016,11,20,325,forest moderate sev fire,26096.580000000024,0.0,0.0,0.0,0.0,2016-11-20,"('forest', 'moderate')",forest,moderate,,
